,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1964-65,23,DET,NBA,,13,,,,,,9,11,,,,,,,,,31
1965-66,24,TOT,NBA,,13,,,,,,8,10,,,,,,,,,30
1965-66,24,DET,NBA,,10,,,,,,5,7,,,,,,,,,21
1965-66,24,STL,NBA,,13,,,,,,8,10,,,,,,,,,30
1966-67,25,STL,NBA,,14,,,,,,9,10,,,,,,,,,31
1967-68,26,STL,NBA,,14,,,,,,7,12,,,,,,,,,31
1968-69,27,ATL,NBA,,15,,,,,,7,13,,,,,,,,,32
1969-70,28,ATL,NBA,,19,,,,,,14,17,,,,,,,,,45
1970-71,29,CAR,ABA,,23,,3,,,,10,15,,,,,,,,,56
1971-72,30,CAR,ABA,,14,,2,,,,8,15,,,,,,,,,33
1972-73,31,CAR,ABA,,16,,1,,,,8,16,,,,,,,,,36
1973-74,32,CAR,ABA,,15,,1,,,,6,11,,,,,,,,,31
1974-75,33,SSL,ABA,,16,,3,,,,6,10,,,,,,,,,35
Career,,,TOT,,23,,,,,,14,17,,,,,,,,,56
,,,NBA,,19,,,,,,14,17,,,,,,,,,45
,,,ABA,,23,,3,,,,10,16,,,,,,,,,56
,,,,,,,,,,,,,,,,,,,,,
5 Seasons,,"ATL,STL",NBA,,19,,,,,,14,17,,,,,,,,,45
5 Seasons,,"CAR,SSL",ABA,,23,,3,,,,10,16,,,,,,,,,56
2 Seasons,,DET,NBA,,13,,,,,,9,11,,,,,,,,,31
