,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2016-17,23,TOT,NBA,PG,26,299,100%,,,,,-2.9,+2.1,12,5,17,3,21,4,78,6,9
2016-17,23,PHI,NBA,PG,8,74,100%,,,,,-7.5,-1.5,3,0,5,0,5,0,13,2,2
2016-17,23,NYK,NBA,PG,18,225,100%,,,,,-1.4,+2.7,9,5,12,3,16,4,65,4,7
2018-19,25,WAS,NBA,PG,49,743,100%,,,,,-4.7,-2.1,21,9,41,6,24,9,228,2,16
2019-20,26,GSW,NBA,PG,3,40,81%,19%,,,,-4.8,+4.1,0,0,1,0,3,0,13,0,1
Career,,,NBA,,78,1082,99%,1%,,,,-4.2,-0.7,33,14,59,9,48,13,319,8,26
,,,,,,,,,,,,,,,,,,,,,,
1 season,,WAS,NBA,,49,743,100%,,,,,-4.7,-2.1,21,9,41,6,24,9,228,2,16
1 season,,NYK,NBA,,18,225,100%,,,,,-1.4,+2.7,9,5,12,3,16,4,65,4,7
1 season,,PHI,NBA,,8,74,100%,,,,,-7.5,-1.5,3,0,5,0,5,0,13,2,2
1 season,,GSW,NBA,,3,40,81%,19%,,,,-4.8,+4.1,0,0,1,0,3,0,13,0,1
