,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,35,SAS,NBA,PG,55,650,88%,12%,,,,+1.6,-8.7,15,5,13,0,1,0,125,0,2
2001-02,36,POR,NBA,PG,65,775,46%,54%,,,,+3.0,-0.8,13,8,19,1,8,0,142,2,3
2002-03,37,SAS,NBA,PG,75,952,72%,28%,,,,+1.1,-6.6,20,11,13,1,2,0,159,0,4
Career,,,NBA,,195,2377,68%,32%,,,,+1.9,-5.3,48,24,45,2,11,0,426,2,9
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAS,NBA,,130,1602,78%,22%,,,,+1.3,-7.5,35,16,26,1,3,0,284,0,6
1 season,,POR,NBA,,65,775,46%,54%,,,,+3.0,-0.8,13,8,19,1,8,0,142,2,3
