Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Joel Embiid,,8.7,6.2,1.9
George Ratkovicz,91.0,9.3,6,2.8
Vlade Divac,89.5,8.3,5,1.8
Rudy Gobert,86.6,9.3,6.4,0.4
Tom Owens,86.1,8,6.9,2.9
Jim Eakins,84.0,7.4,6.6,2.9
Mike Green,84.0,8.7,4.7,3.3
Jonas Valančiūnas,84.0,8.2,6.7,3.9
Tom Boerwinkle,83.5,9,4.4,2.6
Neal Walk,81.5,7.1,5.1,2.1
Marvin Webster,81.3,8.7,3.9,1.3
