,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1949-50,32,FTW,NBA,,9,,9,11,,,,25
1950-51,33,TOT,NBA,,9,,7,,,,,22
1950-51,33,FTW,NBA,,3,,7,10,,,,13
1950-51,33,TRI,NBA,,9,,7,,,,,22
Career,,,,,9,,9,,,,,25
2 Seasons,,FTW,NBA,,9,,9,11,,,,25
1 Season,,TRI,NBA,,9,,7,,,,,22
