Season,Team,Lg,Salary
2014-15,New York Knicks,NBA,"$235,762"
2015-16,New York Knicks,NBA,"$845,059"
2016-17,Sacramento Kings,NBA,"$5,200,000"
2017-18,Detroit Pistons,NBA,"$6,666,667"
2018-19,Detroit Pistons,NBA,"$7,000,000"
Career,(may be incomplete),,"$19,947,488"
