,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,23,SEA,NBA,SF,78,1522,,16%,45%,40%,,-1.9,-3.0,22,11,57,9,39,0,150,7,23
2001-02,24,SEA,NBA,SF,75,2420,,6%,89%,5%,,+5.2,+4.7,31,33,62,19,102,0,248,18,44
2002-03,25,TOT,NBA,SF,80,2763,,30%,68%,2%,,+0.2,-0.2,27,46,91,23,96,0,380,17,41
2002-03,25,SEA,NBA,SF,52,1811,,42%,57%,1%,,-1.1,-2.3,15,29,53,18,56,0,222,11,25
2002-03,25,MIL,NBA,SF,28,952,,6%,88%,6%,,+2.7,+2.8,12,17,38,5,40,0,158,6,16
2003-04,26,MIL,NBA,SF,82,2534,,23%,75%,2%,,+3.5,+6.0,62,51,86,20,180,0,340,23,47
2004-05,27,MIL,NBA,SF,80,2893,,11%,83%,5%,,-3.9,-2.5,67,55,79,22,212,0,473,40,45
2005-06,28,NOK,NBA,SF,70,2102,,1%,88%,11%,,-6.5,-7.4,37,34,60,22,121,49,137,20,56
2006-07,29,NOK,NBA,SF,75,2575,,10%,77%,14%,,-2.9,-3.4,53,78,87,25,150,44,264,32,79
2007-08,30,MIL,NBA,SF,59,1702,,,89%,11%,,-4.9,+4.6,35,26,54,7,84,13,257,22,28
2008-09,31,OKC,NBA,SG,39,1064,,78%,21%,1%,,-3.3,+4.8,25,14,48,11,43,21,102,12,17
2009-10,32,SAC,NBA,SF,5,66,,2%,98%,,,-33.6,-29.5,0,1,2,2,1,2,5,0,0
Career,,,NBA,,643,19641,,16%,75%,9%,,-1.4,+0.1,359,349,626,160,1028,129,2356,191,380
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIL,NBA,,249,8081,,12%,82%,5%,,-1.0,+2.3,176,149,257,54,516,13,1228,91,136
4 seasons,,"SEA,OKC",NBA,,244,6817,,29%,60%,11%,,+0.6,+1.1,93,87,220,57,240,21,722,48,109
2 seasons,,NOK,NBA,,145,4677,,6%,82%,12%,,-4.5,-5.2,90,112,147,47,271,93,401,52,135
1 season,,SAC,NBA,,5,66,,2%,98%,,,-33.6,-29.5,0,1,2,2,1,2,5,0,0
