,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1969-70,23,CAR,ABA,,3,,0,,,,2,2,,,,,,,,8
1970-71,24,FLO,ABA,,1,,0,,,,0,0,,,,,,,,2
Career,,,,,3,,0,,,,2,2,,,,,,,,8
1 Season,,CAR,ABA,,3,,0,,,,2,2,,,,,,,,8
1 Season,,FLO,ABA,,1,,0,,,,0,0,,,,,,,,2
