Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,22,TOT,NBA,C,34,NA,272,44,106,0.415,NA,NA,NA,44,106,0.415,0.415,19,25,0.76,NA,NA,100,16,NA,NA,61,107
1968-69,22,DET,NBA,C,16,NA,123,20,47,0.426,NA,NA,NA,20,47,0.426,0.426,8,10,0.8,NA,NA,41,9,NA,NA,30,48
1968-69,22,MIL,NBA,C,18,NA,149,24,59,0.407,NA,NA,NA,24,59,0.407,0.407,11,15,0.733,NA,NA,59,7,NA,NA,31,59
1969-70,23,TOT,TOT,C,69,NA,1484,287,606,0.474,0,0,NA,287,606,0.474,0.474,143,194,0.737,171,NA,569,89,NA,141,229,717
1969-70,23,BOS,NBA,C,6,NA,18,2,5,0.4,NA,NA,NA,2,5,0.4,0.4,2,2,1,NA,NA,6,2,NA,NA,10,6
1969-70,23,CAR,ABA,C,63,NA,1466,285,601,0.474,0,0,NA,285,601,0.474,0.474,141,192,0.734,171,392,563,87,NA,141,219,711
1970-71,24,FLO,ABA,C,51,NA,642,121,241,0.502,0,0,NA,121,241,0.502,0.502,43,60,0.717,74,181,255,29,NA,57,137,285
1971-72,25,DLC,ABA,C,33,NA,524,48,98,0.49,0,0,NA,48,98,0.49,0.49,25,34,0.735,46,109,155,24,NA,27,87,121
Career,NA,,TOT,,187,NA,2922,500,1051,0.476,0,0,NA,500,1051,0.476,0.476,230,313,0.735,291,682,1079,158,NA,225,514,1230
,NA,,ABA,,147,NA,2632,454,940,0.483,0,0,NA,454,940,0.483,0.483,209,286,0.731,291,682,973,140,NA,225,443,1117
,NA,,NBA,,40,NA,290,46,111,0.414,NA,NA,NA,46,111,0.414,0.414,21,27,0.778,NA,NA,106,18,NA,NA,71,113
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CAR,ABA,,63,NA,1466,285,601,0.474,0,0,NA,285,601,0.474,0.474,141,192,0.734,171,392,563,87,NA,141,219,711
1 season,NA,FLO,ABA,,51,NA,642,121,241,0.502,0,0,NA,121,241,0.502,0.502,43,60,0.717,74,181,255,29,NA,57,137,285
1 season,NA,DLC,ABA,,33,NA,524,48,98,0.49,0,0,NA,48,98,0.49,0.49,25,34,0.735,46,109,155,24,NA,27,87,121
1 season,NA,MIL,NBA,,18,NA,149,24,59,0.407,NA,NA,NA,24,59,0.407,0.407,11,15,0.733,NA,NA,59,7,NA,NA,31,59
1 season,NA,DET,NBA,,16,NA,123,20,47,0.426,NA,NA,NA,20,47,0.426,0.426,8,10,0.8,NA,NA,41,9,NA,NA,30,48
1 season,NA,BOS,NBA,,6,NA,18,2,5,0.4,NA,NA,NA,2,5,0.4,0.4,2,2,1,NA,NA,6,2,NA,NA,10,6
