Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,BLK,TOV,PF,PTS
1968-69,22,TOT,NBA,C,34,NA,8,1.3,3.1,0.415,NA,NA,NA,1.3,3.1,0.415,0.415,0.6,0.7,0.76,NA,NA,2.9,0.5,NA,NA,1.8,3.1
1968-69,22,DET,NBA,C,16,NA,7.7,1.3,2.9,0.426,NA,NA,NA,1.3,2.9,0.426,0.426,0.5,0.6,0.8,NA,NA,2.6,0.6,NA,NA,1.9,3
1968-69,22,MIL,NBA,C,18,NA,8.3,1.3,3.3,0.407,NA,NA,NA,1.3,3.3,0.407,0.407,0.6,0.8,0.733,NA,NA,3.3,0.4,NA,NA,1.7,3.3
1969-70,23,TOT,TOT,C,69,NA,21.5,4.2,8.8,0.474,0,0,NA,4.2,8.8,0.474,0.474,2.1,2.8,0.737,2.5,NA,8.2,1.3,NA,2,3.3,10.4
1969-70,23,BOS,NBA,C,6,NA,3,0.3,0.8,0.4,NA,NA,NA,0.3,0.8,0.4,0.4,0.3,0.3,1,NA,NA,1,0.3,NA,NA,1.7,1
1969-70,23,CAR,ABA,C,63,NA,23.3,4.5,9.5,0.474,0,0,NA,4.5,9.5,0.474,0.474,2.2,3,0.734,2.7,6.2,8.9,1.4,NA,2.2,3.5,11.3
1970-71,24,FLO,ABA,C,51,NA,12.6,2.4,4.7,0.502,0,0,NA,2.4,4.7,0.502,0.502,0.8,1.2,0.717,1.5,3.5,5,0.6,NA,1.1,2.7,5.6
1971-72,25,DLC,ABA,C,33,NA,15.9,1.5,3,0.49,0,0,NA,1.5,3,0.49,0.49,0.8,1,0.735,1.4,3.3,4.7,0.7,NA,0.8,2.6,3.7
Career,NA,,TOT,,187,NA,15.6,2.7,5.6,0.476,0,0,NA,2.7,5.6,0.476,0.476,1.2,1.7,0.735,2,4.6,5.8,0.8,NA,1.5,2.7,6.6
,NA,,ABA,,147,NA,17.9,3.1,6.4,0.483,0,0,NA,3.1,6.4,0.483,0.483,1.4,1.9,0.731,2,4.6,6.6,1,NA,1.5,3,7.6
,NA,,NBA,,40,NA,7.3,1.2,2.8,0.414,NA,NA,NA,1.2,2.8,0.414,0.414,0.5,0.7,0.778,NA,NA,2.7,0.5,NA,NA,1.8,2.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,CAR,ABA,,63,NA,23.3,4.5,9.5,0.474,0,0,NA,4.5,9.5,0.474,0.474,2.2,3,0.734,2.7,6.2,8.9,1.4,NA,2.2,3.5,11.3
1 season,NA,FLO,ABA,,51,NA,12.6,2.4,4.7,0.502,0,0,NA,2.4,4.7,0.502,0.502,0.8,1.2,0.717,1.5,3.5,5,0.6,NA,1.1,2.7,5.6
1 season,NA,DLC,ABA,,33,NA,15.9,1.5,3,0.49,0,0,NA,1.5,3,0.49,0.49,0.8,1,0.735,1.4,3.3,4.7,0.7,NA,0.8,2.6,3.7
1 season,NA,MIL,NBA,,18,NA,8.3,1.3,3.3,0.407,NA,NA,NA,1.3,3.3,0.407,0.407,0.6,0.8,0.733,NA,NA,3.3,0.4,NA,NA,1.7,3.3
1 season,NA,DET,NBA,,16,NA,7.7,1.3,2.9,0.426,NA,NA,NA,1.3,2.9,0.426,0.426,0.5,0.6,0.8,NA,NA,2.6,0.6,NA,NA,1.9,3
1 season,NA,BOS,NBA,,6,NA,3,0.3,0.8,0.4,NA,NA,NA,0.3,0.8,0.4,0.4,0.3,0.3,1,NA,NA,1,0.3,NA,NA,1.7,1
