,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2003-04,25,SAC,NBA,PF,73,976,,,,75%,25%,+6.8,+1.7,17,10,54,10,41,0,113,9,37
2004-05,26,SAC,NBA,PF,81,1668,,,,67%,33%,+4.6,+3.7,31,19,107,12,43,0,263,13,41
2005-06,27,CHI,NBA,PF,62,1329,,,,81%,19%,+2.0,+1.5,32,25,70,19,39,17,206,5,20
2006-07,28,WAS,NBA,PF,37,700,,,8%,68%,24%,-0.7,+0.1,24,12,48,3,17,1,86,4,16
2007-08,29,WAS,NBA,C,80,1554,,,,35%,65%,+0.3,+1.3,45,24,101,5,30,4,308,8,28
2008-09,30,WAS,NBA,C,77,1521,,,1%,47%,51%,-5.0,+5.3,30,16,89,16,44,8,199,14,28
2009-10,31,NOH,NBA,C,75,1410,,,,34%,66%,-3.0,-0.1,42,19,95,5,32,9,160,8,24
2010-11,32,PHI,NBA,C,10,71,,,,37%,63%,-16.2,-18.3,0,1,8,1,1,0,4,0,1
Career,,,NBA,,495,9229,,,1%,56%,43%,+0.4,+2.0,221,126,572,71,247,39,1339,61,195
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,WAS,NBA,,194,3775,,,2%,46%,52%,-2.0,+2.7,99,52,238,24,91,13,593,26,72
2 seasons,,SAC,NBA,,154,2644,,,,70%,30%,+5.4,+3.0,48,29,161,22,84,0,376,22,78
1 season,,NOH,NBA,,75,1410,,,,34%,66%,-3.0,-0.1,42,19,95,5,32,9,160,8,24
1 season,,CHI,NBA,,62,1329,,,,81%,19%,+2.0,+1.5,32,25,70,19,39,17,206,5,20
1 season,,PHI,NBA,,10,71,,,,37%,63%,-16.2,-18.3,0,1,8,1,1,0,4,0,1
