Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2016-17,23,TOT,NBA,PG,46,29,1197,6.9,16.9,0.406,2.9,7.6,0.386,4,9.4,0.422,3.2,3.8,0.831,0.9,3.9,4.8,7.4,1.8,0.4,3,3.9,19.8,NA,106,111
2016-17,23,BRK,NBA,PG,10,0,151,5.7,15.4,0.367,2.5,8.5,0.296,3.1,6.9,0.455,3.1,5,0.625,1.3,2.5,3.8,5.3,0.6,0.6,4.4,3.5,17,NA,90,116
2016-17,23,DAL,NBA,PG,36,29,1046,7.1,17.2,0.412,3,7.4,0.403,4.1,9.8,0.418,3.2,3.6,0.877,0.8,4.1,4.9,7.7,2,0.3,2.8,3.9,20.3,NA,108,110
2017-18,24,DAL,NBA,SG,82,21,2282,6.8,16.1,0.426,2.9,7.9,0.373,3.9,8.2,0.477,1.8,2.3,0.796,0.6,4.9,5.5,4.4,1.4,0.2,1.7,3.4,18.4,NA,107,112
2018-19,25,SAC,NBA,PG,71,3,1067,6.7,15.4,0.435,2.4,6.5,0.362,4.3,8.9,0.488,2.6,2.9,0.896,0.6,4.2,4.8,6,1.6,0.2,1.7,2.8,18.3,NA,114,114
2019-20,26,SAC,NBA,PG,44,0,484,6.8,17,0.396,1.9,7,0.275,4.8,10.1,0.48,3.2,3.7,0.865,0.6,4.2,4.8,5.9,1.4,0.4,2.5,3.1,18.6,NA,103,114
Career,NA,,NBA,,243,53,5030,6.8,16.2,0.42,2.7,7.4,0.365,4.1,8.8,0.466,2.4,2.9,0.838,0.6,4.4,5.1,5.6,1.5,0.3,2.1,3.3,18.8,NA,108,112
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DAL,NBA,,118,50,3328,6.9,16.4,0.421,3,7.7,0.382,4,8.6,0.457,2.2,2.7,0.83,0.6,4.7,5.3,5.4,1.6,0.2,2,3.5,19,NA,107,111
2 seasons,NA,SAC,NBA,,115,3,1551,6.7,15.9,0.422,2.2,6.6,0.335,4.5,9.2,0.485,2.8,3.2,0.885,0.6,4.2,4.8,6,1.5,0.2,2,2.9,18.4,NA,110,114
1 season,NA,BRK,NBA,,10,0,151,5.7,15.4,0.367,2.5,8.5,0.296,3.1,6.9,0.455,3.1,5,0.625,1.3,2.5,3.8,5.3,0.6,0.6,4.4,3.5,17,NA,90,116
