Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,TOV%,USG%,,OWS,DWS,WS,WS/48
1967-68,22,OAK,ABA,SG,70,1224,12.9,0.484,0.128,0.232,NA,NA,3.2,7.1,9,20.5,NA,1.3,0.2,1.5,0.059
Career,NA,,ABA,,70,1224,12.9,0.484,0.128,0.232,NA,NA,3.2,7.1,9,20.5,NA,1.3,0.2,1.5,0.059
