Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,24,NYK,BAA,NA,59,NA,NA,NA,NA,0.289,NA,NA,0.758,NA,NA,NA,NA
1947-48,25,TOT,BAA,NA,41,NA,NA,NA,NA,0.266,NA,NA,0.795,NA,NA,NA,NA
1947-48,25,NYK,BAA,NA,4,NA,NA,NA,NA,0.071,NA,NA,0.75,NA,NA,NA,NA
1947-48,25,WSC,BAA,NA,37,NA,NA,NA,NA,0.273,NA,NA,0.797,NA,NA,NA,NA
1948-49,26,WSC,BAA,NA,60,NA,NA,NA,NA,0.285,NA,NA,0.817,NA,NA,NA,NA
1949-50,27,BOS,NBA,NA,68,NA,NA,NA,NA,0.318,NA,NA,0.749,NA,NA,NA,NA
1950-51,28,BOS,NBA,NA,65,NA,NA,NA,NA,0.316,NA,NA,0.826,NA,NA,NA,NA
Career,NA,,TOT,NA,293,NA,NA,NA,NA,0.299,NA,NA,0.792,NA,NA,NA,NA
,NA,,BAA,NA,160,NA,NA,NA,NA,0.282,NA,NA,0.79,NA,NA,NA,NA
,NA,,NBA,NA,133,NA,NA,NA,NA,0.317,NA,NA,0.794,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,NA,133,NA,NA,NA,NA,0.317,NA,NA,0.794,NA,NA,NA,NA
2 seasons,NA,WSC,BAA,NA,97,NA,NA,NA,NA,0.279,NA,NA,0.811,NA,NA,NA,NA
2 seasons,NA,NYK,BAA,NA,63,NA,NA,NA,NA,0.285,NA,NA,0.758,NA,NA,NA,NA
