Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,24,NYK,BAA,NA,59,NA,NA,0.339,0.214,NA,NA,NA,NA,NA,2.6,1.5,4,NA
1947-48,25,TOT,BAA,NA,41,NA,NA,0.312,0.176,NA,NA,NA,NA,NA,0,1.3,1.4,NA
1947-48,25,NYK,BAA,NA,4,NA,NA,0.159,0.286,NA,NA,NA,NA,NA,-0.2,0.1,-0.1,NA
1947-48,25,WSC,BAA,NA,37,NA,NA,0.317,0.173,NA,NA,NA,NA,NA,0.2,1.3,1.5,NA
1948-49,26,WSC,BAA,NA,60,NA,NA,0.36,0.303,NA,NA,NA,NA,NA,0.2,2.1,2.3,NA
1949-50,27,BOS,NBA,NA,68,NA,NA,0.365,0.221,NA,NA,NA,NA,NA,-0.9,1.6,0.7,NA
1950-51,28,BOS,NBA,NA,65,NA,NA,0.412,0.415,NA,NA,NA,NA,NA,1.4,1.1,2.5,NA
Career,NA,,TOT,NA,293,NA,NA,0.362,0.268,NA,NA,NA,NA,NA,3.3,7.5,10.8,NA
,NA,,BAA,NA,160,NA,NA,0.339,0.234,NA,NA,NA,NA,NA,2.8,4.9,7.7,NA
,NA,,NBA,NA,133,NA,NA,0.386,0.304,NA,NA,NA,NA,NA,0.5,2.7,3.1,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,NA,133,NA,NA,0.386,0.304,NA,NA,NA,NA,NA,0.5,2.7,3.1,NA
2 seasons,NA,WSC,BAA,NA,97,NA,NA,0.343,0.248,NA,NA,NA,NA,NA,0.5,3.3,3.8,NA
2 seasons,NA,NYK,BAA,NA,63,NA,NA,0.335,0.216,NA,NA,NA,NA,NA,2.4,1.5,3.9,NA
