Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,24,NYK,BAA,NA,5,NA,NA,NA,NA,0.217,NA,NA,0.75,NA,NA,NA,NA
1948-49,26,WSC,BAA,NA,11,NA,NA,NA,NA,0.348,NA,NA,0.851,NA,NA,NA,NA
1950-51,28,BOS,NBA,NA,2,NA,NA,NA,NA,0.231,NA,NA,0.8,NA,NA,NA,NA
Career,NA,,TOT,NA,18,NA,NA,NA,NA,0.294,NA,NA,0.833,NA,NA,NA,NA
,NA,,BAA,NA,16,NA,NA,NA,NA,0.298,NA,NA,0.836,NA,NA,NA,NA
,NA,,NBA,NA,2,NA,NA,NA,NA,0.231,NA,NA,0.8,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,WSC,BAA,NA,11,NA,NA,NA,NA,0.348,NA,NA,0.851,NA,NA,NA,NA
1 season,NA,NYK,BAA,NA,5,NA,NA,NA,NA,0.217,NA,NA,0.75,NA,NA,NA,NA
1 season,NA,BOS,NBA,NA,2,NA,NA,NA,NA,0.231,NA,NA,0.8,NA,NA,NA,NA
