Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1968-69,24,LAL,NBA,PF,75,1455,11.2,0.469,0.201,NA,NA,NA,7.1,NA,NA,NA,0.5,1.2,1.7,0.056,NA,NA,NA,NA,NA
1969-70,25,TOT,NBA,PF,65,1279,7.6,0.404,0.315,NA,NA,NA,6.1,NA,NA,NA,-1.2,1,-0.2,-0.007,NA,NA,NA,NA,NA
1969-70,25,LAL,NBA,PF,20,478,6.1,0.325,0.352,NA,NA,NA,6.7,NA,NA,NA,-0.8,0.7,-0.2,-0.015,NA,NA,NA,NA,NA
1969-70,25,DET,NBA,PF,45,801,8.4,0.437,0.3,NA,NA,NA,5.7,NA,NA,NA,-0.4,0.4,0,-0.002,NA,NA,NA,NA,NA
1970-71,26,DET,NBA,PF,62,1725,10.9,0.487,0.276,NA,NA,12.7,9.5,NA,NA,NA,0.8,1.6,2.4,0.067,NA,NA,NA,NA,NA
1971-72,27,DET,NBA,PF,68,1203,10.5,0.484,0.296,NA,NA,14.6,7.7,NA,NA,NA,0.4,0.2,0.6,0.023,NA,NA,NA,NA,NA
1972-73,28,BUF,NBA,PF,73,1332,9.8,0.435,0.203,NA,NA,12.9,10.6,NA,NA,NA,-0.5,0.4,-0.1,-0.005,NA,NA,NA,NA,NA
1974-75,30,CHI,NBA,PF,18,467,10.3,0.453,0.178,6.8,19.3,13.1,7.6,0.9,1.2,NA,0.1,0.7,0.8,0.081,NA,-1.7,0.3,-1.4,0.1
Career,NA,,NBA,,361,7461,10.1,0.458,0.246,6.8,19.3,13.3,8.2,0.9,1.2,NA,-0.1,5.2,5.2,0.033,NA,-1.7,0.3,-1.4,0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,175,3729,10.2,0.475,0.287,NA,NA,13.5,8.1,NA,NA,NA,0.7,2.3,3,0.038,NA,NA,NA,NA,NA
2 seasons,NA,LAL,NBA,,95,1933,10,0.447,0.222,NA,NA,NA,7,NA,NA,NA,-0.3,1.9,1.6,0.039,NA,NA,NA,NA,NA
1 season,NA,BUF,NBA,,73,1332,9.8,0.435,0.203,NA,NA,12.9,10.6,NA,NA,NA,-0.5,0.4,-0.1,-0.005,NA,NA,NA,NA,NA
1 season,NA,CHI,NBA,,18,467,10.3,0.453,0.178,6.8,19.3,13.1,7.6,0.9,1.2,NA,0.1,0.7,0.8,0.081,NA,-1.7,0.3,-1.4,0.1
