Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1968-69,24,LAL,NBA,PF,75,,19.4,3.2,7.0,.453,0.8,1.4,.575,,,4.4,1.0,,,1.9,7.2
1969-70,25,TOT,NBA,PF,65,,19.7,1.7,4.6,.369,0.8,1.4,.574,,,5.4,1.0,,,2.0,4.2
1969-70,25,LAL,NBA,PF,20,,23.9,1.3,4.4,.284,0.8,1.6,.516,,,7.1,1.4,,,2.0,3.3
1969-70,25,DET,NBA,PF,45,,17.8,1.9,4.7,.405,0.8,1.4,.603,,,4.7,0.8,,,2.0,4.6
1970-71,26,DET,NBA,PF,62,,27.8,3.3,7.0,.467,1.1,1.9,.575,,,7.3,2.0,,,3.0,7.7
1971-72,27,DET,NBA,PF,68,,17.7,1.9,4.1,.473,0.6,1.2,.500,,,5.4,1.0,,,2.0,4.5
1972-73,28,BUF,NBA,PF,73,,18.2,2.1,5.0,.418,0.6,1.0,.554,,,5.0,1.5,,,2.1,4.7
1973-74,29,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play
1974-75,30,CHI,NBA,PF,18,,25.9,3.1,7.2,.434,0.8,1.3,.609,1.7,4.8,6.4,1.3,0.5,0.6,2.6,7.0
Career,NA,,NBA,,361,,20.7,2.5,5.6,.439,0.8,1.4,.561,1.7,4.8,5.5,1.3,0.5,0.6,2.2,5.7
,NA,,,,,,,,,,,,,,,,,,,,
3 seasons,NA,DET,NBA,,175,,21.3,2.4,5.3,.454,0.8,1.5,.558,,,5.9,1.3,,,2.4,5.6
2 seasons,NA,LAL,NBA,,95,,20.3,2.8,6.5,.429,0.8,1.4,.562,,,5.0,1.1,,,1.9,6.4
1 season,NA,BUF,NBA,,73,,18.2,2.1,5.0,.418,0.6,1.0,.554,,,5.0,1.5,,,2.1,4.7
1 season,NA,CHI,NBA,,18,,25.9,3.1,7.2,.434,0.8,1.3,.609,1.7,4.8,6.4,1.3,0.5,0.6,2.6,7.0
