Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1995-96,23,DAL,NBA,C,64,869,10.9,0.456,0.105,0.251,7.3,19.9,13,5,1.4,2.6,10.2,14.6,NA,0.1,0.8,0.9,0.05,NA,-3.8,-0.2,-3.9,-0.4
1996-97,24,MIN,NBA,PF,76,961,12.7,0.535,0.005,0.376,10.3,13.7,12,5.6,2.3,3.8,12,12.7,NA,1,1.2,2.2,0.112,NA,-2.5,1.4,-1.1,0.2
1997-98,25,MIN,NBA,C,79,1703,13.6,0.533,0.002,0.376,9.4,19.6,14.6,4.7,1.1,3.6,11.2,15.4,NA,2,1.8,3.8,0.108,NA,-2.1,-0.2,-2.3,-0.1
1998-99,26,VAN,NBA,C,48,1118,9.5,0.445,0.004,0.2,7.8,18,12.8,5.7,1.4,1.9,14.1,14.3,NA,-0.2,0.5,0.2,0.01,NA,-3.5,-1,-4.5,-0.7
1999-00,27,VAN,NBA,C,56,808,11.9,0.521,0.007,0.255,8.1,19.1,13.6,6.8,1.9,4,14.8,10.7,NA,0.6,0.8,1.4,0.086,NA,-2.1,1.4,-0.6,0.3
2000-01,28,TOT,NBA,C,65,1054,12.6,0.51,0.022,0.161,7.9,16.9,12.5,7.3,1.3,2.4,12.3,14.6,NA,0.9,1,1.9,0.086,NA,-1.7,0.3,-1.4,0.2
2000-01,28,WAS,NBA,C,13,178,13,0.528,0,0.447,8.4,18.1,13.1,6.4,1.7,4.4,18,13.9,NA,0.1,0.2,0.3,0.07,NA,-1.5,1.2,-0.4,0.1
2000-01,28,LAC,NBA,C,52,876,12.5,0.506,0.025,0.114,7.8,16.6,12.3,7.5,1.2,2,11.1,14.7,NA,0.8,0.8,1.6,0.089,NA,-1.7,0.1,-1.7,0.1
2001-02,29,SAS,NBA,C,42,234,7.6,0.364,0,0.096,12.2,16.2,14.3,7.1,1.6,2.4,13.9,20,NA,-0.4,0.4,0,-0.005,NA,-5.5,0.2,-5.4,-0.2
2002-03,30,LAC,NBA,PF,30,648,13.3,0.523,0.012,0.233,8.1,14.9,11.5,5.5,1.3,2.2,9.1,13.8,NA,0.8,0.4,1.2,0.09,NA,-0.4,-0.8,-1.2,0.1
2003-04,31,GSW,NBA,C,12,64,7,0.475,0,0.6,7,10.6,8.8,2.4,0,3.4,13.7,10.5,NA,0,0,0.1,0.043,NA,-2.7,0.4,-2.3,0
Career,NA,,NBA,,472,7459,12,0.498,0.021,0.268,8.6,17.6,13.1,5.7,1.5,2.9,12,14.1,NA,4.9,6.9,11.8,0.076,NA,-2.5,0.1,-2.4,-0.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,MIN,NBA,,155,2664,13.3,0.534,0.003,0.376,9.7,17.5,13.6,5,1.5,3.6,11.4,14.4,NA,3,3,6.1,0.11,NA,-2.2,0.4,-1.9,0.1
2 seasons,NA,VAN,NBA,,104,1926,10.5,0.471,0.005,0.219,7.9,18.5,13.1,6.1,1.6,2.8,14.3,12.8,NA,0.4,1.3,1.7,0.042,NA,-2.9,0,-2.9,-0.4
2 seasons,NA,LAC,NBA,,82,1524,12.9,0.513,0.02,0.163,7.9,15.9,12,6.7,1.2,2.1,10.3,14.3,NA,1.6,1.2,2.8,0.089,NA,-1.2,-0.3,-1.5,0.2
1 season,NA,DAL,NBA,,64,869,10.9,0.456,0.105,0.251,7.3,19.9,13,5,1.4,2.6,10.2,14.6,NA,0.1,0.8,0.9,0.05,NA,-3.8,-0.2,-3.9,-0.4
1 season,NA,SAS,NBA,,42,234,7.6,0.364,0,0.096,12.2,16.2,14.3,7.1,1.6,2.4,13.9,20,NA,-0.4,0.4,0,-0.005,NA,-5.5,0.2,-5.4,-0.2
1 season,NA,WAS,NBA,,13,178,13,0.528,0,0.447,8.4,18.1,13.1,6.4,1.7,4.4,18,13.9,NA,0.1,0.2,0.3,0.07,NA,-1.5,1.2,-0.4,0.1
1 season,NA,GSW,NBA,,12,64,7,0.475,0,0.6,7,10.6,8.8,2.4,0,3.4,13.7,10.5,NA,0,0,0.1,0.043,NA,-2.7,0.4,-2.3,0
