Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Greg Sutton,,0.8,0.2,-0.1
Ian Clark,91.2,0.9,0.2,-0.1
Andre McCarter,86.2,0.8,0.3,0
Joe Harris,82.8,0.8,0.2,0
Sam Jacobson,81.1,0.9,0.2,0
Phil Pressey,77.9,0.8,0.1,-0.1
Sergey Karasev,74.8,0.7,0.3,-0.1
Mike Holton,73.0,0.8,0.3,0.2
Connie Norman,72.7,0.8,0.2,0.2
Glenn Hansen,72.6,0.8,0.4,-0.1
Raymond Townsend,71.7,0.8,0.4,-0.2
