Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1991-92,24,SAS,NBA,PG,67,2,601,7.7,19.9,0.388,2.2,7.4,0.292,5.6,12.5,0.444,2.8,3.7,0.756,0.5,3.4,3.9,7.6,2.2,0.7,5.8,9.2,20.4,NA,89,106
1994-95,27,CHH,NBA,PG,53,4,690,7.2,17.5,0.409,3.3,8.8,0.374,3.9,8.8,0.443,2.4,3.4,0.711,0.6,3.7,4.3,6.9,2.5,0.2,3.9,8.7,20.1,NA,100,107
1995-96,28,TOT,NBA,PG,48,2,655,6.8,17.3,0.392,3.7,9.3,0.402,3,8,0.38,2.8,3.7,0.761,0.6,3.3,4,8.1,2,0.2,4.9,7.3,20.1,NA,100,114
1995-96,28,CHH,NBA,PG,18,0,190,5.5,13.8,0.4,1.9,5.8,0.333,3.6,8,0.448,4.1,5.2,0.789,1.1,3,4.1,10.8,2.2,0,4.7,9.9,17.1,NA,106,113
1995-96,28,PHI,NBA,PG,30,2,465,7.3,18.7,0.389,4.5,10.7,0.417,2.8,7.9,0.352,2.2,3,0.741,0.4,3.5,3.9,7.1,1.9,0.2,5,6.3,21.3,NA,98,115
Career,NA,,NBA,,168,8,1946,7.2,18.2,0.396,3.1,8.5,0.361,4.1,9.7,0.426,2.7,3.6,0.743,0.6,3.5,4.1,7.5,2.2,0.3,4.9,8.4,20.2,NA,96,109
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,CHH,NBA,,71,4,880,6.8,16.7,0.407,3,8.1,0.368,3.8,8.6,0.444,2.8,3.8,0.734,0.7,3.5,4.2,7.8,2.5,0.1,4.1,9,19.4,NA,101,108
1 season,NA,SAS,NBA,,67,2,601,7.7,19.9,0.388,2.2,7.4,0.292,5.6,12.5,0.444,2.8,3.7,0.756,0.5,3.4,3.9,7.6,2.2,0.7,5.8,9.2,20.4,NA,89,106
1 season,NA,PHI,NBA,,30,2,465,7.3,18.7,0.389,4.5,10.7,0.417,2.8,7.9,0.352,2.2,3,0.741,0.4,3.5,3.9,7.1,1.9,0.2,5,6.3,21.3,NA,98,115
