Season,Team,Lg,Salary
1984-85,Detroit Pistons,NBA,"$270,000"
1985-86,Detroit Pistons,NBA,"$315,000"
1986-87,Utah Jazz,NBA,"$345,000"
1987-88,Cleveland Cavaliers,NBA,"$350,000"
Career,(may be incomplete),,"$1,280,000"
