Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1977-78,23,MIL,NBA,C,9,103,7.1,0.503,NA,0.478,5.3,10.1,7.7,3.4,2.2,1.5,17.7,12.8,NA,0,0.1,0.1,0.044,NA,-4.5,0.3,-4.2,-0.1
1983-84,29,DET,NBA,C,5,129,12.9,0.459,0,0.27,7.4,18.6,12.8,7.4,1.8,3.1,6.8,13.8,NA,0.1,0.2,0.3,0.097,NA,0.4,1.8,2.2,0.1
1984-85,30,DET,NBA,C,9,142,15.2,0.599,0,0.326,6.4,21,13.4,3.7,2.6,0.8,10.2,16.1,NA,0.3,0.2,0.4,0.139,NA,-0.9,2.1,1.2,0.1
1985-86,31,DET,NBA,C,4,55,3.7,0.4,0,0,5.6,21.4,12.9,0,0,2.1,9.1,7.9,NA,0,0,0,0.011,NA,-5.2,-0.8,-6,-0.1
1986-87,32,UTA,NBA,C,2,3,-16.3,NA,NA,NA,0,0,0,0,0,0,100,14.1,NA,0,0,0,-0.45,NA,-17.2,-2.9,-20.1,0
Career,NA,,NBA,,29,432,10.9,0.52,0,0.31,6.3,17.6,11.7,4.2,1.9,1.8,11.4,13.6,NA,0.3,0.5,0.8,0.084,NA,-2.1,1.2,-0.9,0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,DET,NBA,,18,326,12.4,0.524,0,0.269,6.7,20.1,13.1,4.5,1.9,1.9,8.8,13.8,NA,0.3,0.4,0.7,0.101,NA,-1.1,1.5,0.4,0.2
1 season,NA,MIL,NBA,,9,103,7.1,0.503,NA,0.478,5.3,10.1,7.7,3.4,2.2,1.5,17.7,12.8,NA,0,0.1,0.1,0.044,NA,-4.5,0.3,-4.2,-0.1
1 season,NA,UTA,NBA,,2,3,-16.3,NA,NA,NA,0,0,0,0,0,0,100,14.1,NA,0,0,0,-0.45,NA,-17.2,-2.9,-20.1,0
