Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,22,MIL,NBA,SF,67,NA,693,2.9,8.4,0.34,NA,NA,NA,2.9,8.4,0.34,0.9,1.2,0.708,NA,NA,7.5,2.1,NA,NA,NA,6,6.6
1973-74,23,TOT,TOT,SF,68,NA,1125,4.4,9.8,0.444,0,0.1,0.5,4.3,9.7,0.444,1.2,1.3,0.878,2.2,3.2,5.4,2.4,0.6,0.2,1.1,4.6,9.9
1973-74,23,MIL,NBA,SF,7,NA,32,4.5,13.5,0.333,NA,NA,NA,4.5,13.5,0.333,0,0,NA,1.1,2.3,3.4,4.5,2.3,0,NA,4.5,9
1973-74,23,SAA,ABA,SF,61,NA,1093,4.3,9.7,0.449,0,0.1,0.5,4.3,9.6,0.449,1.2,1.4,0.878,2.2,3.3,5.5,2.4,0.6,0.2,1.1,4.6,9.9
1974-75,24,SAA,ABA,SF,79,NA,1186,4.5,9.5,0.473,0.1,0.2,0.375,4.4,9.3,0.475,1.2,1.6,0.736,2.3,4.2,6.6,2.1,1.1,0.1,1.1,4.4,10.3
1975-76,25,NYA,ABA,SF,66,NA,970,3.6,9.1,0.39,0.2,0.8,0.286,3.3,8.4,0.4,0.8,1.1,0.759,1.7,3.7,5.3,1.4,1.3,0.2,0.8,4.3,8.2
1976-77,26,NYN,NBA,SF,61,NA,1075,4.3,10.6,0.403,NA,NA,NA,4.3,10.6,0.403,1.6,2.1,0.774,1.4,3.3,4.8,1.3,1.9,0.3,NA,4,10.2
Career,NA,,TOT,,341,NA,5049,4,9.6,0.419,0.1,0.3,0.323,3.9,9.4,0.421,1.2,1.5,0.775,1.9,3.6,5.8,1.9,1.2,0.2,1,4.6,9.3
,NA,,ABA,,206,NA,3249,4.2,9.5,0.441,0.1,0.3,0.323,4.1,9.1,0.445,1.1,1.4,0.789,2.1,3.7,5.8,2,1,0.2,1,4.4,9.5
,NA,,NBA,,135,NA,1800,3.7,9.8,0.38,NA,NA,NA,3.7,9.8,0.38,1.3,1.7,0.756,1.4,3.3,5.8,1.7,2,0.3,NA,4.8,8.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,SAA,ABA,,140,NA,2279,4.4,9.6,0.461,0.1,0.2,0.4,4.4,9.4,0.462,1.2,1.5,0.798,2.3,3.8,6.1,2.2,0.9,0.1,1.1,4.5,10.1
2 seasons,NA,"NYA,NYN",ABA,,127,NA,2045,3.9,9.9,0.397,0.2,0.8,0.286,3.8,9.6,0.401,1.2,1.6,0.769,1.5,3.5,5.1,1.4,1.7,0.3,0.8,4.2,9.2
2 seasons,NA,MIL,NBA,,74,NA,725,2.9,8.6,0.339,NA,NA,NA,2.9,8.6,0.339,0.8,1.2,0.708,1.1,2.3,7.3,2.2,2.3,0,NA,6,6.7
