Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1974-75,24,GSW,NBA,SF,24,NA,5,1.3,3.2,0.403,0.8,0.9,0.818,0.8,0.7,1.5,0.3,0.5,0.1,0.9,3.3
Career,NA,,NBA,,24,NA,5,1.3,3.2,0.403,0.8,0.9,0.818,0.8,0.7,1.5,0.3,0.5,0.1,0.9,3.3
