Season,Team,Lg,Salary
1991-92,Miami Heat,NBA,"$2,250,000"
1992-93,Miami Heat,NBA,"$2,252,000"
1993-94,Miami Heat,NBA,"$2,252,000"
1994-95,Atlanta Hawks,NBA,"$1,935,900"
1995-96,Atlanta Hawks,NBA,"$2,568,000"
1996-97,Atlanta Hawks,NBA,"$4,500,000"
1997-98,Atlanta Hawks,NBA,"$5,400,000"
1998-99,Atlanta Hawks,NBA,"$6,300,000"
1999-00,Portland Trail Blazers,NBA,"$7,200,000"
2000-01,Portland Trail Blazers,NBA,"$8,100,000"
2001-02,San Antonio Spurs,NBA,"$9,000,000"
2002-03,San Antonio Spurs,NBA,"$9,900,000"
2003-04,New Orleans Hornets,NBA,"$1,070,000"
2004-05,Charlotte Bobcats,NBA,"$1,100,000"
Career,(may be incomplete),,"$63,827,900"
