,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,31,POR,NBA,SG,3,122,4%,94%,3%,,,-16.7,-1.6,3,5,0,2,1,0,16,0,0
2001-02,32,SAS,NBA,SG,10,298,,71%,28%,,,+4.0,+1.6,2,1,3,3,7,0,37,0,4
2002-03,33,SAS,NBA,SG,9,66,,33%,67%,,,+2.0,-4.6,1,0,2,0,1,0,12,0,0
2003-04,34,NOH,NBA,SG,5,46,,14%,86%,,,-17.5,-16.3,3,0,3,0,0,0,2,0,0
2004-05,35,MIA,NBA,SG,3,8,,63%,37%,,,+23.4,+19.0,0,0,0,0,0,0,0,0,0
Career,,,NBA,,30,540,1%,67%,32%,,,-2.5,-1.2,9,6,8,5,9,0,67,0,4
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,SAS,NBA,,19,364,,64%,35%,,,+3.6,+0.5,3,1,5,3,8,0,49,0,4
1 season,,NOH,NBA,,5,46,,14%,86%,,,-17.5,-16.3,3,0,3,0,0,0,2,0,0
1 season,,MIA,NBA,,3,8,,63%,37%,,,+23.4,+19.0,0,0,0,0,0,0,0,0,0
1 season,,POR,NBA,,3,122,4%,94%,3%,,,-16.7,-1.6,3,5,0,2,1,0,16,0,0
