Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1997-98,28,ATL,NBA,SG,1,0,16:00,6,12,0.5,2,5,0.4,0,0,NA,2,3,0,0,0,0,0,14
Career,NA,,NBA,,1,0,16,6,12,0.5,2,5,0.4,0,0,NA,2,3,0,0,0,0,0,14
