Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1981-82,22,DET,NBA,SF,82,82,3077,9.5,19.2,0.496,0.1,0.3,0.227,9.4,18.8,0.501,7.4,9.3,0.797,3.3,3.4,6.6,4,1.3,0.2,4.2,3.6,26.5,NA,111,110
1982-83,23,DET,NBA,SF,58,58,2252,11.4,23.3,0.489,0.3,0.7,0.378,11.1,22.5,0.492,7.9,9.3,0.845,2.5,2.8,5.3,4.8,1.3,0.4,3.8,3.2,30.9,NA,113,109
1983-84,24,DET,NBA,SF,76,75,2493,11,24,0.459,0,0.3,0.118,11,23.7,0.464,7.9,9.7,0.815,2.2,3.5,5.7,4.2,1.2,0.3,3.5,3.5,30,NA,110,111
1984-85,25,DET,NBA,SF,55,43,1675,10.8,22.7,0.477,0.1,0.1,0.4,10.8,22.5,0.477,7,7.9,0.885,1.8,4.1,5.9,3.7,1.3,0.4,3.2,3.2,28.6,NA,111,109
1985-86,26,DET,NBA,SF,81,81,2626,10.8,21.7,0.498,0.2,0.4,0.48,10.6,21.2,0.498,6.7,7.8,0.856,2,4.1,6.1,4.6,1.6,0.2,3.2,2.9,28.5,NA,114,110
1986-87,27,UTA,NBA,SF,79,76,1865,7.3,15.5,0.469,0.5,1.3,0.365,6.8,14.2,0.478,4.9,5.6,0.872,1.3,4.7,6,6.1,2.1,0.3,4.2,3.7,19.9,NA,103,105
1987-88,28,UTA,NBA,SF,49,21,976,6.7,14.7,0.459,1.5,3.6,0.419,5.2,11.1,0.472,2.9,3.3,0.868,1.5,4.2,5.7,5.1,1.6,0.2,3.3,3.3,17.8,NA,104,106
1988-89,29,CHH,NBA,SF,71,65,2302,11.8,25.3,0.467,0.6,1.7,0.357,11.2,23.5,0.476,9.2,10.6,0.866,1.6,3.9,5.6,4.7,1.8,0.3,4.9,4.1,33.4,NA,105,113
1989-90,30,CHH,NBA,SF,79,73,2404,9,21,0.43,0.8,2.1,0.365,8.2,18.8,0.437,6.3,7.1,0.883,1.7,4.9,6.6,4.6,1.5,0.3,3.6,4.5,25.1,NA,101,112
1990-91,31,CHH,NBA,SF,77,1,1289,7.2,15.8,0.454,0.6,1.7,0.333,6.6,14,0.469,5.8,6.4,0.91,1.8,5,6.7,6.1,1.3,0.5,3.5,5,20.7,NA,109,112
Career,NA,,NBA,,707,575,20959,9.9,20.9,0.473,0.4,1,0.361,9.5,19.9,0.479,6.9,8.2,0.849,2.1,3.9,6,4.7,1.5,0.3,3.8,3.6,27.1,NA,109,110
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,DET,NBA,,352,339,12123,10.6,22,0.484,0.1,0.4,0.33,10.5,21.6,0.487,7.4,8.9,0.832,2.4,3.5,6,4.3,1.4,0.3,3.6,3.3,28.8,NA,112,110
3 seasons,NA,CHH,NBA,,227,139,5995,9.7,21.5,0.451,0.7,1.9,0.356,9,19.6,0.46,7.3,8.3,0.879,1.7,4.5,6.2,4.9,1.6,0.4,4.1,4.4,27.4,NA,104,112
2 seasons,NA,UTA,NBA,,128,97,2841,7.1,15.2,0.465,0.8,2.1,0.397,6.3,13.1,0.476,4.2,4.8,0.871,1.4,4.5,5.9,5.7,2,0.2,3.9,3.5,19.2,NA,104,106
