,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2005-06,23,CLE,NBA,C,13,238,.620,2.7,1.000,.760,.160,.000,.080,.000,.620,.711,.375,,.250,,.710,.080,4,,,,0,0
2006-07,24,CLE,NBA,C,20,447,.511,6.7,.956,.633,.211,.056,.056,.044,.535,.561,.526,.600,.200,.000,.652,.089,7,,.000,,4,0
2007-08,25,CLE,NBA,C,13,240,.407,6.5,1.000,.556,.093,.204,.148,.000,.407,.467,.200,.364,.375,,.727,.019,1,,,,0,0
2008-09,26,CLE,NBA,PF,14,420,.500,5.0,1.000,.622,.171,.073,.134,.000,.500,.647,.357,.000,.273,,.780,.073,4,,,,0,0
2009-10,27,CLE,NBA,PF,11,255,.417,4.6,.979,.646,.167,.104,.063,.021,.426,.516,.250,.200,.333,.000,.850,.083,3,,.000,,0,0
2015-16,33,GSW,NBA,C,17,93,.357,7.4,1.000,.429,.286,.143,.143,.000,.357,.667,.000,.500,.000,,.400,.071,1,,,,0,0
Career,,,NBA,,88,1693,.488,5.4,.985,.630,.172,.086,.098,.015,.495,.592,.362,.310,.273,.000,.721,.071,20,,.000,,4,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,CLE,NBA,,71,1600,.494,5.3,.985,.639,.167,.083,.096,.015,.502,.589,.389,.296,.290,.000,.731,.071,19,,.000,,4,0
1 season,,GSW,NBA,,17,93,.357,7.4,1.000,.429,.286,.143,.143,.000,.357,.667,.000,.500,.000,,.400,.071,1,,,,0,0
