Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,22,ANA,ABA,C,71,NA,2266,300,716,0.419,0,1,0,300,715,0.42,0.419,256,352,0.727,NA,NA,589,75,132,189,856
1968-69,23,TOT,ABA,C,58,NA,804,86,203,0.424,0,0,NA,86,203,0.424,0.424,114,165,0.691,74,158,232,19,60,128,286
1968-69,23,DNR,ABA,C,23,NA,225,22,59,0.373,0,0,NA,22,59,0.373,0.373,49,70,0.7,17,41,58,2,21,44,93
1968-69,23,DLC,ABA,C,24,NA,423,50,113,0.442,0,0,NA,50,113,0.442,0.442,55,76,0.724,36,91,127,15,30,62,155
1968-69,23,HSM,ABA,C,11,NA,156,14,31,0.452,0,0,NA,14,31,0.452,0.452,10,19,0.526,21,26,47,2,9,22,38
Career,NA,,ABA,,129,NA,3070,386,919,0.42,0,1,0,386,918,0.42,0.42,370,517,0.716,74,158,821,94,192,317,1142
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ANA,ABA,,71,NA,2266,300,716,0.419,0,1,0,300,715,0.42,0.419,256,352,0.727,NA,NA,589,75,132,189,856
1 season,NA,DLC,ABA,,24,NA,423,50,113,0.442,0,0,NA,50,113,0.442,0.442,55,76,0.724,36,91,127,15,30,62,155
1 season,NA,DNR,ABA,,23,NA,225,22,59,0.373,0,0,NA,22,59,0.373,0.373,49,70,0.7,17,41,58,2,21,44,93
1 season,NA,HSM,ABA,,11,NA,156,14,31,0.452,0,0,NA,14,31,0.452,0.452,10,19,0.526,21,26,47,2,9,22,38
