Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1967-68,22,ANA,ABA,C,71,NA,2266,4.8,11.4,0.419,0,0,0,4.8,11.4,0.42,4.1,5.6,0.727,NA,NA,9.4,1.2,2.1,3,13.6
1968-69,23,TOT,ABA,C,58,NA,804,3.9,9.1,0.424,0,0,NA,3.9,9.1,0.424,5.1,7.4,0.691,3.3,7.1,10.4,0.9,2.7,5.7,12.8
1968-69,23,DNR,ABA,C,23,NA,225,3.5,9.4,0.373,0,0,NA,3.5,9.4,0.373,7.8,11.2,0.7,2.7,6.6,9.3,0.3,3.4,7,14.9
1968-69,23,DLC,ABA,C,24,NA,423,4.3,9.6,0.442,0,0,NA,4.3,9.6,0.442,4.7,6.5,0.724,3.1,7.7,10.8,1.3,2.6,5.3,13.2
1968-69,23,HSM,ABA,C,11,NA,156,3.2,7.2,0.452,0,0,NA,3.2,7.2,0.452,2.3,4.4,0.526,4.8,6,10.8,0.5,2.1,5.1,8.8
Career,NA,,ABA,,129,NA,3070,4.5,10.8,0.42,0,0,0,4.5,10.8,0.42,4.3,6.1,0.716,3.3,7.1,9.6,1.1,2.3,3.7,13.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,ANA,ABA,,71,NA,2266,4.8,11.4,0.419,0,0,0,4.8,11.4,0.42,4.1,5.6,0.727,NA,NA,9.4,1.2,2.1,3,13.6
1 season,NA,DLC,ABA,,24,NA,423,4.3,9.6,0.442,0,0,NA,4.3,9.6,0.442,4.7,6.5,0.724,3.1,7.7,10.8,1.3,2.6,5.3,13.2
1 season,NA,DNR,ABA,,23,NA,225,3.5,9.4,0.373,0,0,NA,3.5,9.4,0.373,7.8,11.2,0.7,2.7,6.6,9.3,0.3,3.4,7,14.9
1 season,NA,HSM,ABA,,11,NA,156,3.2,7.2,0.452,0,0,NA,3.2,7.2,0.452,2.3,4.4,0.526,4.8,6,10.8,0.5,2.1,5.1,8.8
