,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2017-18,25,TOR,NBA,SF,14,53,,3%,86%,11%,,-3.5,-11.7,2,0,4,1,2,0,3,1,0
2018-19,26,GSW,NBA,SF,72,1003,,23%,71%,7%,,+2.0,-6.3,11,4,66,5,23,6,76,8,20
2019-20,27,CLE,NBA,SF,40,593,,1%,57%,42%,,-6.6,+1.7,7,5,29,6,13,4,36,2,14
Career,,,NBA,,126,1649,,14%,66%,19%,,-1.2,-3.6,20,9,99,12,38,10,115,11,34
,,,,,,,,,,,,,,,,,,,,,,
1 season,,GSW,NBA,,72,1003,,23%,71%,7%,,+2.0,-6.3,11,4,66,5,23,6,76,8,20
1 season,,CLE,NBA,,40,593,,1%,57%,42%,,-6.6,+1.7,7,5,29,6,13,4,36,2,14
1 season,,TOR,NBA,,14,53,,3%,86%,11%,,-3.5,-11.7,2,0,4,1,2,0,3,1,0
