Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
1984-85,25,DAL,NBA,SG,1,0,23:00,7,14,0.5,0,0,NA,1,2,0.5,1,3,2,1,1,0,1,15
1985-86,26,DAL,NBA,SG,1,0,22:00,6,11,0.545,0,0,NA,0,0,NA,1,4,8,2,1,1,1,12
1986-87,27,DAL,NBA,SG,1,0,22:00,9,15,0.6,0,0,NA,11,13,0.846,1,4,1,0,0,2,2,29
1989-90,30,DAL,NBA,SG,1,0,21:00,7,9,0.778,0,0,NA,1,1,1,1,2,2,2,0,2,1,15
Career,NA,,NBA,,4,0,88,29,49,0.592,0,0,NA,13,16,0.813,4,13,13,5,2,5,5,71
