,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1970-71,22,TOT,NBA,,6,,4,5,,,,14
1970-71,22,MIL,NBA,,6,,4,5,,,,14
1970-71,22,CLE,NBA,,2,3,1,2,4,2,2,4
Career,,,,,6,,4,5,,,,14
1 Season,,MIL,NBA,,6,,4,5,,,,14
1 Season,,CLE,NBA,,2,3,1,2,4,2,2,4
