,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1958-59,26,BOS,NBA,,3,10,2,2,5,,2,8
1959-60,27,BOS,NBA,,5,18,4,4,12,3,5,12
1960-61,28,BOS,NBA,,3,8,2,4,,6,5,6
1961-62,29,BOS,NBA,,6,10,8,11,7,10,6,18
1962-63,30,BOS,NBA,,4,8,5,5,6,,6,10
1963-64,31,BOS,NBA,,5,11,3,5,6,9,5,12
1964-65,32,BOS,NBA,,9,16,6,9,5,10,6,20
1965-66,33,BOS,NBA,,6,,8,11,,,,13
1966-67,34,BOS,NBA,,6,,3,5,,,,14
Career,,,,,9,,8,11,,,,20
