Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1958-59,26,BOS,NBA,PG,49,609,9.5,0.385,0.354,NA,NA,NA,NA,NA,-0.4,1.1,0.8,0.06
1959-60,27,BOS,NBA,PG,74,1274,12.6,0.477,0.411,NA,NA,NA,NA,NA,1.5,2.2,3.7,0.139
1960-61,28,BOS,NBA,PG,78,1605,11,0.409,0.466,NA,NA,NA,NA,NA,-0.6,3.6,3,0.089
1961-62,29,BOS,NBA,PG,80,2054,11.6,0.445,0.32,NA,NA,NA,NA,NA,0.5,4.4,4.9,0.115
1962-63,30,BOS,NBA,PG,79,1945,9.8,0.428,0.299,NA,NA,NA,NA,NA,-0.7,4.2,3.6,0.088
1963-64,31,BOS,NBA,PG,80,2424,10.4,0.411,0.233,NA,NA,NA,NA,NA,-1.2,7,5.8,0.114
1964-65,32,BOS,NBA,PG,78,2434,11,0.439,0.355,NA,NA,NA,21.9,NA,0.5,6.2,6.7,0.132
1965-66,33,BOS,NBA,PG,80,2710,10.9,0.458,0.489,NA,NA,NA,22.7,NA,1,5.6,6.6,0.117
1966-67,34,BOS,NBA,PG,78,2446,7.7,0.445,0.412,NA,NA,NA,18.2,NA,0.1,3.5,3.7,0.072
Career,NA,,NBA,,676,17501,10.4,0.435,0.366,NA,NA,NA,21,NA,0.7,37.9,38.6,0.106
