Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1958-59,26,BOS,NBA,PG,8,NA,75,5,20,0.25,5,5,1,12,10,8,15
1959-60,27,BOS,NBA,PG,13,NA,232,27,80,0.338,17,22,0.773,45,14,28,71
1960-61,28,BOS,NBA,PG,9,NA,103,9,30,0.3,7,14,0.5,19,15,17,25
1961-62,29,BOS,NBA,PG,14,NA,329,44,102,0.431,38,53,0.717,56,55,50,126
1962-63,30,BOS,NBA,PG,13,NA,255,19,64,0.297,21,30,0.7,36,37,42,59
1963-64,31,BOS,NBA,PG,10,NA,312,25,72,0.347,13,25,0.52,37,68,40,63
1964-65,32,BOS,NBA,PG,12,NA,396,43,104,0.413,35,45,0.778,39,74,49,121
1965-66,33,BOS,NBA,PG,17,NA,543,45,109,0.413,39,57,0.684,52,75,65,129
1966-67,34,BOS,NBA,PG,9,NA,254,24,75,0.32,11,18,0.611,24,48,36,59
Career,NA,,NBA,,105,NA,2499,241,656,0.367,186,269,0.691,320,396,335,668
