Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,22,BAL,NBA,PG,3,NA,3.3,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0.3,0,NA,0.7,0
Career,NA,,NBA,,3,NA,3.3,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0.3,0,NA,0.7,0
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,BAL,NBA,,3,NA,3.3,0,0,NA,NA,NA,NA,0,0,NA,NA,0,0,NA,NA,NA,0.3,0,NA,0.7,0
