Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1968-69,22,BAL,NBA,PG,64,NA,916,3,9.7,0.309,NA,NA,NA,3,9.7,0.309,1.1,2.4,0.483,NA,NA,6.2,1.9,NA,6.1,7.1
1969-70,23,TOT,ABA,PG,77,NA,2091,4.7,12,0.391,0.1,0.4,0.192,4.6,11.5,0.399,2.6,4.8,0.551,2.4,3.6,6,2.3,2.5,3.7,12.1
1969-70,23,INA,ABA,PG,9,NA,143,4.3,10.1,0.425,0,0.8,0,4.3,9.3,0.459,4.3,6.5,0.654,3.3,6,9.3,3.3,2,7.6,12.8
1969-70,23,PTP,ABA,PG,68,NA,1948,4.7,12.1,0.389,0.1,0.4,0.217,4.6,11.7,0.396,2.5,4.6,0.54,2.3,3.4,5.7,2.2,2.6,3.4,12
Career,NA,,TOT,,141,NA,3007,4.2,11.3,0.37,0.1,0.4,0.192,4.1,11,0.375,2.2,4,0.539,2.4,3.6,6,2.2,2.5,4.4,10.6
,NA,,ABA,,77,NA,2091,4.7,12,0.391,0.1,0.4,0.192,4.6,11.5,0.399,2.6,4.8,0.551,2.4,3.6,6,2.3,2.5,3.7,12.1
,NA,,NBA,,64,NA,916,3,9.7,0.309,NA,NA,NA,3,9.7,0.309,1.1,2.4,0.483,NA,NA,6.2,1.9,NA,6.1,7.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,PTP,ABA,,68,NA,1948,4.7,12.1,0.389,0.1,0.4,0.217,4.6,11.7,0.396,2.5,4.6,0.54,2.3,3.4,5.7,2.2,2.6,3.4,12
1 season,NA,BAL,NBA,,64,NA,916,3,9.7,0.309,NA,NA,NA,3,9.7,0.309,1.1,2.4,0.483,NA,NA,6.2,1.9,NA,6.1,7.1
1 season,NA,INA,ABA,,9,NA,143,4.3,10.1,0.425,0,0.8,0,4.3,9.3,0.459,4.3,6.5,0.654,3.3,6,9.3,3.3,2,7.6,12.8
