Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2018-19,22,DET,NBA,SG,4,2,14.3,1.3,3.5,0.357,0.3,1.3,0.2,1,2.3,0.444,0.393,0.5,0.5,1,0.3,1.8,2,0.5,0.5,0.3,0.5,2,3.3
Career,NA,,NBA,,4,2,14.3,1.3,3.5,0.357,0.3,1.3,0.2,1,2.3,0.444,0.393,0.5,0.5,1,0.3,1.8,2,0.5,0.5,0.3,0.5,2,3.3
