,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,22,TOT,NBA,PG,37,371,80%,20%,,,,-4.9,-1.3,13,4,13,3,5,0,147,0,13
2001-02,22,TOR,NBA,PG,17,96,100%,,,,,-14.5,-14.3,7,0,5,2,2,0,46,0,5
2001-02,22,DEN,NBA,PG,20,275,73%,27%,,,,-1.5,+5.4,6,4,8,1,3,0,101,0,8
2002-03,23,UTA,NBA,PG,44,287,81%,19%,,,,-3.1,-6.8,14,9,11,3,10,0,109,2,8
2003-04,24,UTA,NBA,PG,71,2008,100%,1%,,,,-1.2,+0.7,84,42,49,20,72,0,756,13,48
2004-05,25,TOT,NBA,PG,70,1448,94%,6%,,,,-7.6,-8.9,55,25,48,14,49,0,592,7,32
2004-05,25,UTA,NBA,PG,30,742,93%,6%,,,,-11.0,-7.3,30,12,24,5,22,0,317,4,17
2004-05,25,DET,NBA,PG,40,706,94%,6%,,,,-3.9,-10.3,25,13,24,9,27,0,275,3,15
2005-06,26,TOT,NBA,PG-SG,77,1194,64%,35%,,,,+2.7,-0.8,38,22,44,14,50,11,502,7,21
2005-06,26,DET,NBA,PG,50,600,100%,,,,,+3.0,-5.9,18,12,27,8,18,4,341,1,12
2005-06,26,ORL,NBA,SG,27,594,29%,71%,1%,,,+2.4,+4.2,20,10,17,6,32,7,161,6,9
2006-07,27,ORL,NBA,PG,72,1304,88%,12%,,,,+2.0,+1.4,44,15,40,13,72,21,453,21,26
2007-08,28,ORL,NBA,PG,62,1269,100%,,,,,+5.1,-1.2,41,15,38,8,41,14,541,11,14
2009-10,30,MIA,NBA,PG,72,1585,84%,16%,,,,+2.7,-0.3,22,15,40,9,29,12,510,6,14
2010-11,31,TOT,NBA,PG,64,1185,96%,4%,,,,+5.0,-2.8,32,13,35,4,13,7,266,2,3
2010-11,31,MIA,NBA,PG,49,995,99%,1%,,,,+6.1,-3.4,24,8,31,2,8,7,213,2,2
2010-11,31,BOS,NBA,PG,15,190,81%,19%,,,,-0.7,-7.1,8,5,4,2,5,0,53,0,1
Career,,,NBA,,569,10651,90%,10%,,,,+0.6,-1.7,343,160,318,88,341,65,3876,69,179
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,ORL,NBA,,161,3167,82%,18%,,,,+3.3,+0.9,105,40,95,27,145,42,1155,38,49
3 seasons,,UTA,NBA,,145,3037,96%,4%,,,,-3.8,-1.9,128,63,84,28,104,0,1182,19,73
2 seasons,,MIA,NBA,,121,2580,90%,10%,,,,+4.0,-1.5,46,23,71,11,37,19,723,8,16
2 seasons,,DET,NBA,,90,1306,97%,3%,,,,-0.7,-8.3,43,25,51,17,45,4,616,4,27
1 season,,DEN,NBA,,20,275,73%,27%,,,,-1.5,+5.4,6,4,8,1,3,0,101,0,8
1 season,,TOR,NBA,,17,96,100%,,,,,-14.5,-14.3,7,0,5,2,2,0,46,0,5
1 season,,BOS,NBA,,15,190,81%,19%,,,,-0.7,-7.1,8,5,4,2,5,0,53,0,1
