,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2002-03,23,UTA,NBA,PG,3,27,33%,67%,,,,+10.4,+24.3,0,0,1,0,2,0,12,0,0
2004-05,25,DET,NBA,PG,19,150,100%,,,,,-1.1,-7.6,5,4,7,0,3,0,83,0,4
2006-07,27,ORL,NBA,PG,3,40,99%,2%,,,,+1.6,+14.8,1,0,2,0,1,1,14,0,0
2007-08,28,ORL,NBA,PG,4,30,100%,,,,,-41.2,-46.2,1,1,2,0,1,1,8,0,1
2009-10,30,MIA,NBA,PG,5,115,80%,20%,,,,-13.8,-10.0,2,1,3,0,0,1,23,0,1
Career,,,NBA,,34,362,88%,12%,,,,-7.3,-6.7,9,6,15,0,7,3,140,0,6
,,,,,,,,,,,,,,,,,,,,,,
1 season,,DET,NBA,,19,150,100%,,,,,-1.1,-7.6,5,4,7,0,3,0,83,0,4
2 seasons,,ORL,NBA,,7,70,99%,1%,,,,-16.8,-11.3,2,1,4,0,2,2,22,0,1
1 season,,MIA,NBA,,5,115,80%,20%,,,,-13.8,-10.0,2,1,3,0,0,1,23,0,1
1 season,,UTA,NBA,,3,27,33%,67%,,,,+10.4,+24.3,0,0,1,0,2,0,12,0,0
