Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1984-85,22,POR,NBA,PG,9,0,166,10.1,21.1,0.48,0.8,3.1,0.273,9.3,18,0.516,1.4,2.2,0.625,1.1,3.4,4.5,10.4,1.4,0,2.8,6.7,22.5,NA,111,119
1985-86,23,POR,NBA,PG,4,4,104,5.3,11.6,0.462,0,0.4,0,5.3,11.1,0.48,0.9,0.9,1,1.3,5.3,6.7,10.3,2.2,0.4,2.7,5.8,11.6,NA,107,113
1986-87,24,PHI,NBA,PG,2,0,8,6.1,12.2,0.5,0,0,NA,6.1,12.2,0.5,0,0,NA,0,0,0,12.2,0,0,0,6.1,12.2,NA,136,122
1987-88,25,WSB,NBA,PG,5,5,86,8.7,19.3,0.452,0,0,NA,8.7,19.3,0.452,2.5,4.3,0.571,3.1,6.2,9.3,8.1,1.9,1.9,3.1,5.6,19.9,NA,103,109
1994-95,32,CLE,NBA,PG,4,0,43,6.6,13.1,0.5,0,1.3,0,6.6,11.8,0.556,2.6,5.2,0.5,1.3,0,1.3,2.6,1.3,0,0,2.6,15.7,NA,111,113
Career,NA,,NBA,,24,9,407,8.2,17.3,0.472,0.4,1.6,0.231,7.8,15.7,0.496,1.6,2.5,0.619,1.6,4.1,5.6,9.2,1.7,0.5,2.5,5.9,18.2,NA,109,115
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,POR,NBA,,13,4,270,8.3,17.4,0.475,0.5,2.1,0.25,7.8,15.3,0.506,1.2,1.7,0.7,1.2,4.1,5.3,10.3,1.7,0.2,2.8,6.4,18.3,NA,110,117
1 season,NA,WSB,NBA,,5,5,86,8.7,19.3,0.452,0,0,NA,8.7,19.3,0.452,2.5,4.3,0.571,3.1,6.2,9.3,8.1,1.9,1.9,3.1,5.6,19.9,NA,103,109
1 season,NA,CLE,NBA,,4,0,43,6.6,13.1,0.5,0,1.3,0,6.6,11.8,0.556,2.6,5.2,0.5,1.3,0,1.3,2.6,1.3,0,0,2.6,15.7,NA,111,113
1 season,NA,PHI,NBA,,2,0,8,6.1,12.2,0.5,0,0,NA,6.1,12.2,0.5,0,0,NA,0,0,0,12.2,0,0,0,6.1,12.2,NA,136,122
