Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,25,TOT,BAA,NA,58,NA,NA,0.368,0.37,NA,NA,NA,NA,NA,6.3,1.4,7.7,NA
1946-47,25,CLR,BAA,NA,17,NA,NA,0.395,0.389,NA,NA,NA,NA,NA,2.2,0.3,2.5,NA
1946-47,25,TRH,BAA,NA,41,NA,NA,0.359,0.363,NA,NA,NA,NA,NA,4,1.1,5.1,NA
1948-49,27,TOT,BAA,NA,52,NA,NA,0.423,0.477,NA,NA,NA,NA,NA,3.1,1.9,5,NA
1948-49,27,BLB,BAA,NA,13,NA,NA,0.342,0.72,NA,NA,NA,NA,NA,-0.1,0.1,0,NA
1948-49,27,FTW,BAA,NA,20,NA,NA,0.415,0.42,NA,NA,NA,NA,NA,0.9,0.8,1.7,NA
1948-49,27,INJ,BAA,NA,19,NA,NA,0.444,0.47,NA,NA,NA,NA,NA,2.3,1,3.3,NA
1949-50,28,PHW,NBA,NA,64,NA,NA,0.496,0.691,NA,NA,NA,NA,NA,5.6,2.4,8,NA
1950-51,29,PHW,NBA,NA,57,NA,NA,0.435,0.705,NA,NA,NA,NA,NA,0.5,0.7,1.2,NA
Career,NA,,TOT,NA,231,NA,NA,0.418,0.491,NA,NA,NA,NA,NA,15.5,6.4,21.9,NA
,NA,,NBA,NA,121,NA,NA,0.483,0.694,NA,NA,NA,NA,NA,6.1,3.2,9.3,NA
,NA,,BAA,NA,110,NA,NA,0.389,0.409,NA,NA,NA,NA,NA,9.4,3.3,12.6,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PHW,NBA,NA,121,NA,NA,0.483,0.694,NA,NA,NA,NA,NA,6.1,3.2,9.3,NA
1 season,NA,TRH,BAA,NA,41,NA,NA,0.359,0.363,NA,NA,NA,NA,NA,4,1.1,5.1,NA
1 season,NA,FTW,BAA,NA,20,NA,NA,0.415,0.42,NA,NA,NA,NA,NA,0.9,0.8,1.7,NA
1 season,NA,INJ,BAA,NA,19,NA,NA,0.444,0.47,NA,NA,NA,NA,NA,2.3,1,3.3,NA
1 season,NA,CLR,BAA,NA,17,NA,NA,0.395,0.389,NA,NA,NA,NA,NA,2.2,0.3,2.5,NA
1 season,NA,BLB,BAA,NA,13,NA,NA,0.342,0.72,NA,NA,NA,NA,NA,-0.1,0.1,0,NA
