,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,21,MIA,NBA,SF,7,161,,78%,22%,,,-3.4,-9.0,2,1,10,1,0,1,10,0,1
2010-11,23,OKC,NBA,SG,17,195,,96%,1%,3%,,+5.5,+4.6,3,0,9,0,1,0,2,0,1
2011-12,24,OKC,NBA,SG,16,109,,81%,19%,,,-6.3,-11.3,0,0,4,0,1,0,9,0,1
2012-13,25,CHI,NBA,SG,6,36,1%,93%,6%,,,-29.1,-23.3,0,1,6,0,0,0,8,0,0
Career,,,NBA,,46,501,,86%,12%,1%,,-2.4,-5.2,5,2,29,1,2,1,29,0,3
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,OKC,NBA,,33,304,,90%,8%,2%,,+1.3,-1.1,3,0,13,0,2,0,11,0,2
1 season,,MIA,NBA,,7,161,,78%,22%,,,-3.4,-9.0,2,1,10,1,0,1,10,0,1
1 season,,CHI,NBA,,6,36,1%,93%,6%,,,-29.1,-23.3,0,1,6,0,0,0,8,0,0
