,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1969-70,23,TOT,ABA,,4,,1,,,,7,9,,,,,,,,,12
1969-70,23,CAR,ABA,,4,,1,,,,7,9,,,,,,,,,12
1972-73,26,SDA,ABA,,5,,0,,,,3,3,,,,,,,,,13
1973-74,27,TOT,ABA,,0,,0,,,,0,0,,,,,,,,,0
1973-74,27,VIR,ABA,,0,,0,,,,0,0,,,,,,,,,0
Career,,,,,5,,1,,,,7,9,,,,,,,,,13
1 Season,,SDA,ABA,,5,,0,,,,3,3,,,,,,,,,13
1 Season,,CAR,ABA,,4,,1,,,,7,9,,,,,,,,,12
1 Season,,VIR,ABA,,0,,0,,,,0,0,,,,,,,,,0
