,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1976-77,18,UNC,33,,172,298,,,114,157,,217,,,,,,458,.577,,.726,,13.9,6.6,
1977-78,19,UNC,27,,173,269,,,122,163,,180,,,,,,468,.643,,.748,,17.3,6.7,
1978-79,20,UNC,28,,135,259,,,144,188,,202,,,,,,414,.521,,.766,,14.8,7.2,
1979-80,21,UNC,29,,163,298,,,99,152,,216,,,,,,425,.547,,.651,,14.7,7.4,
Career,,,117,,643,1124,,,479,660,,815,,,,,,1765,.572,,.726,,15.1,7.0,
