Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1964-65,22,TOT,NBA,SF,52,NA,507,4.5,13.2,0.339,NA,NA,NA,4.5,13.2,0.339,4.3,6,0.714,NA,NA,7.1,2.9,NA,4.8,13.2
1964-65,22,SFW,NBA,SF,33,NA,276,4.7,13,0.36,NA,NA,NA,4.7,13,0.36,3.9,5.7,0.682,NA,NA,7.7,3.4,NA,4.7,13.3
1964-65,22,NYK,NBA,SF,19,NA,231,4.2,13.4,0.314,NA,NA,NA,4.2,13.4,0.314,4.7,6.2,0.75,NA,NA,6.4,2.3,NA,4.8,13.1
1969-70,27,NYA,ABA,SF,7,NA,56,6.4,19.9,0.323,0,0.6,0,6.4,19.3,0.333,4.5,5.1,0.875,4.5,3.9,8.4,1.9,7.1,6.4,17.4
Career,NA,,TOT,,59,NA,563,4.7,13.9,0.336,0,0.6,0,4.7,13.8,0.338,4.3,5.9,0.728,4.5,3.9,7.2,2.8,7.1,4.9,13.6
,NA,,NBA,,52,NA,507,4.5,13.2,0.339,NA,NA,NA,4.5,13.2,0.339,4.3,6,0.714,NA,NA,7.1,2.9,NA,4.8,13.2
,NA,,ABA,,7,NA,56,6.4,19.9,0.323,0,0.6,0,6.4,19.3,0.333,4.5,5.1,0.875,4.5,3.9,8.4,1.9,7.1,6.4,17.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SFW,NBA,,33,NA,276,4.7,13,0.36,NA,NA,NA,4.7,13,0.36,3.9,5.7,0.682,NA,NA,7.7,3.4,NA,4.7,13.3
1 season,NA,NYK,NBA,,19,NA,231,4.2,13.4,0.314,NA,NA,NA,4.2,13.4,0.314,4.7,6.2,0.75,NA,NA,6.4,2.3,NA,4.8,13.1
1 season,NA,NYA,ABA,,7,NA,56,6.4,19.9,0.323,0,0.6,0,6.4,19.3,0.333,4.5,5.1,0.875,4.5,3.9,8.4,1.9,7.1,6.4,17.4
