Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,TOV,PF,PTS
1964-65,22,TOT,NBA,SF,52,NA,507,63,186,0.339,NA,NA,NA,63,186,0.339,0.339,60,84,0.714,NA,NA,100,41,NA,67,186
1964-65,22,SFW,NBA,SF,33,NA,276,36,100,0.36,NA,NA,NA,36,100,0.36,0.36,30,44,0.682,NA,NA,59,26,NA,36,102
1964-65,22,NYK,NBA,SF,19,NA,231,27,86,0.314,NA,NA,NA,27,86,0.314,0.314,30,40,0.75,NA,NA,41,15,NA,31,84
1969-70,27,NYA,ABA,SF,7,NA,56,10,31,0.323,0,1,0,10,30,0.333,0.323,7,8,0.875,7,6,13,3,11,10,27
Career,NA,,TOT,,59,NA,563,73,217,0.336,0,1,0,73,216,0.338,0.336,67,92,0.728,7,6,113,44,11,77,213
,NA,,NBA,,52,NA,507,63,186,0.339,NA,NA,NA,63,186,0.339,0.339,60,84,0.714,NA,NA,100,41,NA,67,186
,NA,,ABA,,7,NA,56,10,31,0.323,0,1,0,10,30,0.333,0.323,7,8,0.875,7,6,13,3,11,10,27
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SFW,NBA,,33,NA,276,36,100,0.36,NA,NA,NA,36,100,0.36,0.36,30,44,0.682,NA,NA,59,26,NA,36,102
1 season,NA,NYK,NBA,,19,NA,231,27,86,0.314,NA,NA,NA,27,86,0.314,0.314,30,40,0.75,NA,NA,41,15,NA,31,84
1 season,NA,NYA,ABA,,7,NA,56,10,31,0.323,0,1,0,10,30,0.333,0.323,7,8,0.875,7,6,13,3,11,10,27
