,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1968-69,23,SDR,NBA,,20,,,,,,14,18,,,,,,,,,54,
1969-70,24,SDR,NBA,,18,,,,,,13,19,,,,,,,,,49,
1970-71,25,SDR,NBA,,19,,,,,,15,23,,,35,8,,,,6,50,
1971-72,26,HOU,NBA,,18,,,,,,12,20,,,,,,,,,44,
1972-73,27,BAL,NBA,,19,,,,,,13,17,,,,,,,,,43,
1973-74,28,CAP,NBA,,19,,,,,,13,16,,,32,7,,,,,43,
1974-75,29,WSB,NBA,,16,,,,,,15,18,,,26,,,,,,39,
1975-76,30,WSB,NBA,,16,,,,,,12,17,,,,,,,,,37,
1976-77,31,WSB,NBA,,20,,,,,,15,22,,,21,7,,,,,47,
1977-78,32,WSB,NBA,,14,,,,,,17,21,,,,,,,,,37,
1978-79,33,WSB,NBA,,15,,,,,,12,16,,,,,,,,,36,
1979-80,34,WSB,NBA,,18,,1,,,,11,19,,,,,,,,,43,
1980-81,35,WSB,NBA,,15,,0,,,,10,14,,,,,,,,,34,
1981-82,36,HOU,NBA,,13,,0,,,,12,14,,,,,,,,,31,
1982-83,37,HOU,NBA,,16,24,1,,16,,8,11,,,,,,,,,35,
1983-84,38,HOU,NBA,,9,20,0,1,9,20,6,9,7,10,17,11,2,3,5,6,22,18.9
Career,,,,,20,,,,,,17,23,,,,,,,,,54,
9 Seasons,,"BAL,CAP,WSB",NBA,,20,,,,,,17,22,,,,,,,,,47,
7 Seasons,,"HOU,SDR",NBA,,20,,,,,,15,23,,,,,,,,,54,
