Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1984-85,25,MIL,NBA,SG,8,1,198,8.8,17.8,0.493,0,0.5,0,8.8,17.3,0.507,1.7,2.2,0.778,1.9,2.4,4.4,3.7,0.7,0.2,4.1,6.3,19.2,NA,96,116
1985-86,26,MIL,NBA,SG,13,0,322,7.8,16.9,0.46,0,0.3,0,7.8,16.6,0.468,6,6.7,0.889,3,2.4,5.4,3,1.2,0.4,2.2,6.3,21.5,NA,114,116
1986-87,27,MIL,NBA,SG,12,2,317,10.4,21.7,0.479,0,0,NA,10.4,21.7,0.479,8.4,10.2,0.821,1.8,2.4,4.3,2.4,1.5,0.8,2.9,6,29.2,NA,112,118
1987-88,28,MIL,NBA,SG,5,0,105,12,25.4,0.472,0.5,2.4,0.2,11.5,23,0.5,3.8,4.3,0.889,2.9,3.8,6.7,4.3,0.5,1,1.9,4.3,28.2,NA,114,118
1988-89,29,MIL,NBA,SG,9,0,292,14.7,27,0.546,1.1,1.5,0.75,13.6,25.4,0.534,7.8,9,0.872,1,3.8,4.8,4.8,2.1,0.4,1.7,5.9,38.4,NA,126,116
1989-90,30,MIL,NBA,SG,4,0,122,11.7,25.1,0.467,2.1,4.2,0.5,9.6,20.9,0.46,11.7,13,0.903,2.5,1.3,3.8,2.5,2.1,0,1.3,5.9,37.2,NA,127,120
1990-91,31,SEA,NBA,SG,5,0,112,8.5,25.6,0.333,1.3,4.5,0.3,7.2,21.1,0.34,7.2,7.6,0.941,2.7,3.6,6.3,1.8,1.8,0.4,4.9,5.4,25.6,NA,90,113
1991-92,32,SEA,NBA,SG,9,9,316,10.3,21.4,0.481,0.5,1.8,0.273,9.8,19.6,0.5,7.7,8.8,0.87,1.5,2.1,3.6,4.6,0.8,0.2,3.9,3.9,28.7,NA,115,121
1992-93,33,SEA,NBA,SG,19,19,578,11.4,25,0.456,1.1,2.8,0.4,10.3,22.2,0.463,7.3,8.1,0.898,1.6,2.7,4.3,3.9,1.1,0.4,2.6,3.7,31.2,NA,116,115
1993-94,34,SEA,NBA,SG,5,0,74,10.3,22.7,0.452,0,0,NA,10.3,22.7,0.452,8.8,12.5,0.706,2.9,0.7,3.7,2.2,0.7,0,6.6,5.9,29.3,NA,92,110
1995-96,36,IND,NBA,SG,5,4,133,6.9,20.4,0.34,0.9,3.5,0.25,6.1,16.9,0.359,7.4,8.7,0.85,1.3,0.4,1.7,6.5,3.5,0.4,5.2,5.6,22.1,NA,96,106
1996-97,37,CHH,NBA,SG,3,2,87,7,15.2,0.458,0.6,4.4,0.143,6.3,10.8,0.588,0,0,NA,0.6,4.4,5.1,2.5,1.3,0,1.9,5.1,14.6,NA,97,122
Career,NA,,NBA,,97,37,2656,10.3,22.2,0.466,0.6,1.8,0.355,9.7,20.4,0.476,6.8,7.8,0.866,1.9,2.6,4.4,3.6,1.4,0.4,3,5.2,28.1,NA,112,116
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,MIL,NBA,,51,3,1356,10.6,21.5,0.491,0.4,1,0.444,10.1,20.5,0.494,6.6,7.7,0.861,2.1,2.7,4.8,3.4,1.4,0.5,2.5,5.9,28.2,NA,115,117
4 seasons,NA,SEA,NBA,,38,28,1080,10.7,23.8,0.448,0.9,2.5,0.353,9.8,21.3,0.459,7.5,8.6,0.875,1.8,2.5,4.2,3.8,1.1,0.3,3.5,4.1,29.7,NA,111,116
1 season,NA,IND,NBA,,5,4,133,6.9,20.4,0.34,0.9,3.5,0.25,6.1,16.9,0.359,7.4,8.7,0.85,1.3,0.4,1.7,6.5,3.5,0.4,5.2,5.6,22.1,NA,96,106
1 season,NA,CHH,NBA,,3,2,87,7,15.2,0.458,0.6,4.4,0.143,6.3,10.8,0.588,0,0,NA,0.6,4.4,5.1,2.5,1.3,0,1.9,5.1,14.6,NA,97,122
