Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1981-82,23,TOT,NBA,SG,48,5,19.4,3.7,7.9,0.47,0.1,0.5,0.125,3.7,7.4,0.493,0.474,1.9,2.5,0.782,1.1,1.7,2.8,1.2,0.6,0.2,1.5,2.3,9.5
1981-82,23,ATL,NBA,SG,19,0,12.5,1.9,5.5,0.343,0,0.3,0,1.9,5.2,0.364,0.343,1.1,1.5,0.714,1.2,1.2,2.3,0.6,0.5,0.1,0.6,1.8,4.8
1981-82,23,SDC,NBA,SG,29,5,23.9,4.9,9.5,0.518,0.1,0.6,0.167,4.8,8.9,0.543,0.524,2.5,3.1,0.802,1,2.1,3.1,1.6,0.8,0.3,2.1,2.6,12.5
1982-83,24,SDC,NBA,SF,76,47,24,4.5,9.7,0.464,0.2,0.7,0.3,4.3,9.1,0.475,0.474,1.6,2.1,0.77,1.3,1.8,3.1,1.8,0.7,0.5,1.5,2.5,10.9
1983-84,25,SEA,NBA,SG,81,81,27.6,5.8,11.7,0.494,0,0.3,0.143,5.7,11.4,0.502,0.496,2.8,3.3,0.823,1.2,2.2,3.4,2,0.8,0.4,1.6,2.6,14.3
1984-85,26,SEA,NBA,SG,80,79,31.8,6.4,13.3,0.485,0.1,0.4,0.212,6.4,12.9,0.494,0.489,2.1,2.7,0.776,1.2,2.3,3.5,3,1.1,0.7,1.5,2.3,15
1985-86,27,SEA,NBA,SG,78,34,22.4,4.6,10.5,0.435,0.1,0.5,0.135,4.5,10,0.449,0.438,2.4,3.1,0.782,1,2.1,3.1,1.5,0.7,0.2,1.4,2.2,11.6
1986-87,28,DAL,NBA,SG,54,0,12.2,2.2,5.7,0.39,0.1,0.5,0.28,2.1,5.3,0.4,0.402,2,2.6,0.784,0.7,1,1.7,0.6,0.4,0.2,0.6,1.5,6.6
Career,NA,,NBA,,417,246,23.8,4.7,10.2,0.465,0.1,0.5,0.211,4.7,9.7,0.477,0.47,2.2,2.7,0.789,1.1,1.9,3,1.8,0.7,0.4,1.4,2.3,11.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,SEA,NBA,,239,194,27.3,5.6,11.8,0.474,0.1,0.4,0.165,5.5,11.4,0.484,0.476,2.4,3,0.796,1.1,2.2,3.3,2.2,0.9,0.4,1.5,2.4,13.7
2 seasons,NA,SDC,NBA,,105,52,23.9,4.6,9.7,0.478,0.2,0.6,0.265,4.5,9,0.494,0.487,1.9,2.4,0.782,1.2,1.9,3.1,1.7,0.7,0.4,1.6,2.5,11.3
1 season,NA,DAL,NBA,,54,0,12.2,2.2,5.7,0.39,0.1,0.5,0.28,2.1,5.3,0.4,0.402,2,2.6,0.784,0.7,1,1.7,0.6,0.4,0.2,0.6,1.5,6.6
1 season,NA,ATL,NBA,,19,0,12.5,1.9,5.5,0.343,0,0.3,0,1.9,5.2,0.364,0.343,1.1,1.5,0.714,1.2,1.2,2.3,0.6,0.5,0.1,0.6,1.8,4.8
