Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1946-47,30,PRO,BAA,NA,58,NA,NA,0.316,0.253,NA,NA,NA,NA,NA,1.1,0,1.1,NA
1947-48,31,TOT,BAA,NA,45,NA,NA,0.333,0.305,NA,NA,NA,NA,NA,0.5,0.4,0.9,NA
1947-48,31,PRO,BAA,NA,21,NA,NA,0.317,0.29,NA,NA,NA,NA,NA,0.1,-0.2,-0.1,NA
1947-48,31,PHW,BAA,NA,24,NA,NA,0.377,0.348,NA,NA,NA,NA,NA,0.5,0.6,1,NA
1948-49,32,BOS,BAA,NA,8,NA,NA,0.297,0.321,NA,NA,NA,NA,NA,-0.2,0.1,-0.1,NA
Career,NA,,BAA,NA,111,NA,NA,0.319,0.265,NA,NA,NA,NA,NA,1.5,0.5,2,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PRO,BAA,NA,79,NA,NA,0.316,0.259,NA,NA,NA,NA,NA,1.2,-0.2,1,NA
1 season,NA,PHW,BAA,NA,24,NA,NA,0.377,0.348,NA,NA,NA,NA,NA,0.5,0.6,1,NA
1 season,NA,BOS,BAA,NA,8,NA,NA,0.297,0.321,NA,NA,NA,NA,NA,-0.2,0.1,-0.1,NA
