,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
1985-86,19,NCSTATE,29,876,128,244,,,42,68,,178,17,19,27,43,84,298,.525,,.618,30.2,10.3,6.1,0.6
1986-87,20,NCSTATE,34,1079,204,429,0,1,66,127,,260,30,34,48,86,88,474,.476,.000,.520,31.7,13.9,7.6,0.9
1987-88,21,NCSTATE,31,942,224,416,,,68,115,,297,39,23,26,68,85,516,.538,,.591,30.4,16.6,9.6,1.3
Career,,,94,2897,556,1089,0,1,176,310,,735,86,76,101,197,257,1288,.511,.000,.568,30.8,13.7,7.8,0.9
