Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1988-89,22,NJN,NBA,C,60,484,13.9,0.501,0.006,0.25,11.1,24.4,17.6,6.5,1.5,2.2,12.6,18.1,NA,0.2,0.6,0.8,0.076,NA,-2.4,-0.5,-2.9,-0.1
1989-90,23,NJN,NBA,C,70,1557,12.3,0.489,0.002,0.215,11.5,21.8,16.3,5.6,1.2,1.3,16.5,18.1,NA,-0.3,1.7,1.5,0.046,NA,-2.7,-0.9,-3.6,-0.6
1991-92,25,PHI,NBA,C,72,1399,13.4,0.51,0.002,0.225,12,21.9,17,5,1.4,2.2,11.8,16.5,NA,1.1,1.6,2.7,0.093,NA,-2.2,-0.5,-2.7,-0.2
1992-93,26,PHI,NBA,C,48,568,13.1,0.515,0.012,0.299,12.4,26.6,19.6,6.9,1.1,2.6,16.2,16.5,NA,0.2,0.7,0.9,0.073,NA,-2.9,-0.4,-3.3,-0.2
1994-95,28,MIN,NBA,PF,21,239,16.6,0.637,0,0.308,8.3,25.9,17.2,6.2,1.8,1.9,9.8,15.6,NA,0.5,0.3,0.8,0.16,NA,-1.2,0.8,-0.4,0.1
1998-99,32,CHH,NBA,C,32,367,12.1,0.521,0,0.322,13.8,27.1,20.7,6.2,0.7,2.6,20.8,16.8,NA,0.1,0.5,0.7,0.086,NA,-3,-0.2,-3.2,-0.1
Career,NA,,NBA,,303,4614,13.1,0.508,0.003,0.242,11.7,23.3,17.5,5.7,1.3,2,14.7,17.2,NA,1.8,5.4,7.3,0.076,NA,-2.5,-0.5,-3,-1.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,NJN,NBA,,130,2041,12.7,0.492,0.003,0.223,11.4,22.4,16.6,5.8,1.3,1.5,15.6,18.1,NA,-0.1,2.3,2.2,0.053,NA,-2.6,-0.8,-3.4,-0.7
2 seasons,NA,PHI,NBA,,120,1967,13.3,0.511,0.005,0.246,12.1,23.3,17.7,5.5,1.3,2.3,13.1,16.5,NA,1.2,2.3,3.6,0.087,NA,-2.4,-0.4,-2.9,-0.4
1 season,NA,CHH,NBA,,32,367,12.1,0.521,0,0.322,13.8,27.1,20.7,6.2,0.7,2.6,20.8,16.8,NA,0.1,0.5,0.7,0.086,NA,-3,-0.2,-3.2,-0.1
1 season,NA,MIN,NBA,,21,239,16.6,0.637,0,0.308,8.3,25.9,17.2,6.2,1.8,1.9,9.8,15.6,NA,0.5,0.3,0.8,0.16,NA,-1.2,0.8,-0.4,0.1
