,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1992-93,22,IND,NBA,,6,14,2,4,6,13,5,6,4,4,6,4,4,1,4,5,16,10.6
1993-94,23,IND,NBA,,12,19,1,2,11,18,5,6,6,7,10,6,3,3,5,5,27,23.5
1994-95,24,LAC,NBA,,14,25,3,4,14,25,11,13,5,9,9,5,4,2,4,6,34,28.4
1995-96,25,LAC,NBA,,10,21,2,6,10,18,8,10,6,7,13,8,6,4,6,6,29,27.4
1996-97,26,LAC,NBA,49:07,13,22,4,8,11,18,9,10,3,8,9,6,8,3,5,6,30,26.1
1997-98,27,DET,NBA,44:11,8,17,1,4,7,16,7,8,4,10,11,7,4,2,4,6,22,21.1
1998-99,28,MIN,NBA,34:22,8,14,1,2,8,13,7,7,2,6,6,3,4,1,5,5,18,14.2
1999-00,29,MIN,NBA,46:25,13,16,1,3,13,16,13,13,5,7,8,8,4,2,5,6,27,26.0
Career,,,,49:07,14,25,4,8,14,25,13,13,6,10,13,8,8,4,6,6,34,28.4
3 Seasons,,LAC,NBA,49:07,14,25,4,8,14,25,11,13,6,9,13,8,8,4,6,6,34,28.4
2 Seasons,,MIN,NBA,46:25,13,16,1,3,13,16,13,13,5,7,8,8,4,2,5,6,27,26.0
2 Seasons,,IND,NBA,,12,19,2,4,11,18,5,6,6,7,10,6,4,3,5,5,27,23.5
1 Season,,DET,NBA,44:11,8,17,1,4,7,16,7,8,4,10,11,7,4,2,4,6,22,21.1
