Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1969-70,22,SEA,NBA,PG,64,NA,771,6.4,13.4,0.479,4.1,5.4,0.75,NA,NA,4.6,4.8,NA,NA,4.4,16.9
1970-71,23,SEA,NBA,PG,79,NA,1605,7.5,16.1,0.466,3.6,5.5,0.664,NA,NA,4.3,5,NA,NA,3,18.6
1971-72,24,SEA,NBA,PG,81,NA,2040,6.1,12.2,0.496,3.1,4.6,0.668,NA,NA,3.8,5.1,NA,NA,3.5,15.2
1972-73,25,SEA,NBA,PG,53,NA,1061,4.9,11.3,0.431,2.1,3.7,0.574,NA,NA,4.3,6.3,NA,NA,3.1,11.8
1973-74,26,BUF,NBA,PG,36,NA,433,3.1,8.7,0.352,2.7,4.3,0.635,1.6,2,3.6,3.9,1.2,0.4,3.5,8.9
1974-75,27,BUF,NBA,PG,68,NA,1259,4.7,8.9,0.526,1.4,1.9,0.721,1.3,2.3,3.6,3.8,1.2,0.9,3,10.8
1975-76,28,KCK,NBA,PG,22,NA,214,5.4,11.1,0.485,1.5,2.4,0.643,1.3,2.7,4,3.2,1.7,1,2.4,12.3
Career,NA,,NBA,,403,NA,7383,5.8,12.2,0.474,2.8,4.2,0.668,1.4,2.3,4,4.9,1.3,0.8,3.3,14.4
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SEA,NBA,,277,NA,5477,6.3,13.3,0.472,3.2,4.8,0.666,NA,NA,4.2,5.3,NA,NA,3.4,15.8
2 seasons,NA,BUF,NBA,,104,NA,1692,4.3,8.9,0.482,1.7,2.6,0.683,1.4,2.2,3.6,3.9,1.2,0.7,3.1,10.3
1 season,NA,KCK,NBA,,22,NA,214,5.4,11.1,0.485,1.5,2.4,0.643,1.3,2.7,4,3.2,1.7,1,2.4,12.3
