Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1969-70,22,SEA,NBA,PG,64,771,13.8,0.535,0.403,NA,NA,NA,17.4,NA,NA,NA,1.2,0.4,1.6,0.098,NA,NA,NA,NA,NA
1970-71,23,SEA,NBA,PG,79,1605,15.2,0.504,0.341,NA,NA,5.5,19.5,NA,NA,NA,2,0.8,2.8,0.083,NA,NA,NA,NA,NA
1971-72,24,SEA,NBA,PG,81,2040,14.3,0.533,0.379,NA,NA,5.1,20.1,NA,NA,NA,3.3,1.2,4.5,0.106,NA,NA,NA,NA,NA
1972-73,25,SEA,NBA,PG,53,1061,12.2,0.458,0.325,NA,NA,5.6,23.8,NA,NA,NA,0.1,0.4,0.5,0.024,NA,NA,NA,NA,NA
1973-74,26,BUF,NBA,PG,36,433,8.1,0.418,0.495,4.5,5.4,4.9,12.7,1.5,0.6,NA,-0.2,0.1,-0.1,-0.011,NA,-3.1,-0.8,-3.8,-0.2
1974-75,27,BUF,NBA,PG,68,1259,11.8,0.551,0.218,3.8,6.3,5.1,13.8,1.5,1.2,NA,1.6,0.8,2.4,0.093,NA,-0.1,0.6,0.5,0.8
1975-76,28,KCK,NBA,PG,22,214,12.8,0.506,0.212,3.8,7.7,5.7,12.8,2.1,1.5,NA,0.2,0.2,0.4,0.084,NA,-0.9,0.6,-0.3,0.2
Career,NA,,NBA,,403,7383,13.3,0.512,0.344,3.9,6.2,5.3,18.5,1.6,1.1,NA,8.2,3.9,12.1,0.079,NA,-0.9,0.3,-0.6,0.7
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,SEA,NBA,,277,5477,14.1,0.511,0.36,NA,NA,5.4,20.2,NA,NA,NA,6.6,2.8,9.4,0.082,NA,NA,NA,NA,NA
2 seasons,NA,BUF,NBA,,104,1692,10.8,0.515,0.288,4,6.1,5.1,13.5,1.5,1,NA,1.4,1,2.3,0.066,NA,-0.9,0.2,-0.6,0.6
1 season,NA,KCK,NBA,,22,214,12.8,0.506,0.212,3.8,7.7,5.7,12.8,2.1,1.5,NA,0.2,0.2,0.4,0.084,NA,-0.9,0.6,-0.3,0.2
