Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1950-51,28,NYK,NBA,PF,65,NA,NA,NA,NA,0.322,NA,NA,0.532,NA,NA,NA,NA
1951-52,29,NYK,NBA,PF,62,NA,2101,4.2,12.5,0.335,2.9,4.4,0.664,12.5,3.6,3.9,11.3
1952-53,30,NYK,NBA,PF,70,NA,2496,3.9,11.5,0.343,2.9,4.9,0.583,11,3.3,4,10.7
1953-54,31,NYK,NBA,PF,72,NA,2179,4.2,11.5,0.368,2.9,4.6,0.628,8.7,2.9,3.6,11.4
1954-55,32,NYK,NBA,PF,72,NA,2390,5.4,14,0.386,3.4,4.9,0.683,9.2,3,3.3,14.2
1955-56,33,NYK,NBA,PF,64,NA,1537,5,12.7,0.394,3.2,4.5,0.707,9,3.5,4.4,13.1
1956-57,34,NYK,NBA,PF,71,NA,2231,5,13.2,0.377,2.4,3.5,0.673,9,2.6,3.9,12.3
1957-58,35,DET,NBA,PF,68,NA,1435,5.4,15,0.363,2.3,3.7,0.623,10.1,1.9,5.1,13.2
Career,NA,,NBA,,544,NA,14369,4.7,12.8,0.361,2.9,4.4,0.633,10,3,3.9,12.2
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,NYK,NBA,,476,NA,12934,4.6,12.6,0.361,2.9,4.5,0.634,10,3.1,3.8,12.1
1 season,NA,DET,NBA,,68,NA,1435,5.4,15,0.363,2.3,3.7,0.623,10.1,1.9,5.1,13.2
