Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4,5,6,7,8,9,10,11
Nat Clifton,,3.7,3.3,2.4,2.1,1.8,1.6,0.5,-0.4,NA,NA,NA
Jim Barnes,86.5,3.4,2.9,2.4,2.1,2.1,1.1,0.3,NA,NA,NA,NA
Leon Douglas,84.5,3.6,3.2,3.1,2.1,2.1,1,0,NA,NA,NA,NA
Luc Longley,84.3,3.5,3.4,3.1,2.2,1.8,1.8,1.3,0.2,0.2,0,NA
Vitaly Potapenko,82.5,3.4,3.1,2.5,2.2,1.5,1.1,1,0.5,0.2,0.1,-0.1
Meyers Leonard,81.4,3,2.8,2.4,2.2,1.4,1.1,0.6,NA,NA,NA,NA
Mike Brown,79.2,3.7,3.7,2.4,1.5,1.5,1.4,1,0.7,0.2,0.1,-0.4
Len Elmore,79.2,4.1,3.4,2.2,2.1,2.1,1.6,1.5,0.9,0.9,0,NA
Joel Anthony,78.9,3.4,3.3,3.1,1.7,1.2,1.2,0.6,0.4,0.4,0.2,NA
Jordan Hill,77.6,4.4,3.9,2.2,1.8,1.4,1.4,1.4,0,NA,NA,NA
Jim Davis,77.3,4.3,3.8,3.5,2.3,2.3,1.8,0.9,0.2,NA,NA,NA
