Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1950-51,28,NYK,NBA,PF,14,NA,NA,0.362,0.39,NA,NA,NA,NA,NA,-0.5,0.5,0,NA
1951-52,29,NYK,NBA,PF,14,462,12.4,0.397,0.571,NA,NA,NA,15.2,NA,-0.5,0.4,-0.1,-0.015
1952-53,30,NYK,NBA,PF,11,405,19.4,0.441,0.364,NA,NA,NA,21,NA,0.2,0.6,0.8,0.101
1953-54,31,NYK,NBA,PF,4,125,10,0.363,0.63,NA,NA,NA,11.6,NA,-0.2,-0.1,-0.3,-0.107
1954-55,32,NYK,NBA,PF,3,110,17.4,0.472,0.462,NA,NA,NA,22.2,NA,0.2,-0.1,0.1,0.05
1957-58,35,DET,NBA,PF,7,74,12.1,0.418,0.267,NA,NA,NA,8.9,NA,0,0,0,0.03
Career,NA,,NBA,,53,1176,15,0.407,0.446,NA,NA,NA,17.1,NA,-0.7,1.3,0.6,0.024
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5 seasons,NA,NYK,NBA,,46,1102,15.2,0.406,0.458,NA,NA,NA,17.6,NA,-0.7,1.3,0.6,0.024
1 season,NA,DET,NBA,,7,74,12.1,0.418,0.267,NA,NA,NA,8.9,NA,0,0,0,0.03
