Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1975-76,22,MIL,NBA,SF,81,NA,1646,6.3,14.2,0.439,NA,NA,NA,6.3,14.2,0.439,2.8,3.5,0.795,2.5,4,6.4,3.4,1.1,0.5,NA,5.1,15.3
1976-77,23,MIL,NBA,SF,82,NA,2410,7.3,16.3,0.449,NA,NA,NA,7.3,16.3,0.449,2.9,3.4,0.864,1.9,4.3,6.2,3.1,1.2,0.4,NA,3.3,17.6
1977-78,24,MIL,NBA,SF,82,NA,1876,9.1,18.2,0.503,NA,NA,NA,9.1,18.2,0.503,3.2,3.9,0.81,2.2,3.4,5.6,3.4,1.4,0.6,3.4,3.9,21.5
1978-79,25,MIL,NBA,SG,82,NA,1963,9.9,19.6,0.506,NA,NA,NA,9.9,19.6,0.506,3.5,4.2,0.829,2.1,3.4,5.4,3,1.6,0.8,2.5,3.4,23.3
1979-80,26,MIL,NBA,SF,81,NA,2316,9.2,19.3,0.478,0.1,0.4,0.185,9.2,18.9,0.484,3.6,4.1,0.865,1.6,3.1,4.7,3.7,1.5,0.3,2.7,3.4,22.1
1980-81,27,MIL,NBA,SF,77,NA,2215,8.7,17.9,0.487,0,0.3,0.143,8.7,17.6,0.494,3.5,3.9,0.884,1.3,3.4,4.7,3.8,1.4,0.5,2.4,3,21
1981-82,28,MIL,NBA,SF,41,4,924,8.1,16.9,0.483,0.2,0.4,0.444,8,16.5,0.483,3.5,4,0.864,1.4,3.4,4.9,4.2,1.1,0.1,2.5,3.5,19.9
1982-83,29,MIL,NBA,SF,70,5,1855,8.2,16.6,0.492,0,0.3,0.077,8.2,16.4,0.498,3.2,3.8,0.837,0.9,3.9,4.8,4,0.8,0.2,2.4,3,19.5
1983-84,30,MIL,NBA,SF,81,10,2431,7.5,16.2,0.465,0.1,0.5,0.194,7.4,15.7,0.473,2.9,3.6,0.807,1.2,3.7,4.9,3.9,0.8,0.2,2.2,3.3,18.1
1984-85,31,LAC,NBA,SF,80,15,2042,8.1,17.5,0.465,0.2,0.7,0.359,7.9,16.8,0.469,3.2,3.6,0.879,1,3.1,4.1,3,0.8,0.3,2,2.3,19.7
1985-86,32,LAC,NBA,SF,58,14,1161,6.2,14,0.441,0.2,0.6,0.333,6,13.4,0.446,3.3,3.7,0.891,0.9,2.9,3.8,3.3,1,0.2,2.1,2.5,15.8
1986-87,33,MIL,NBA,SF,34,4,418,6.8,14.7,0.462,0.1,0.5,0.167,6.7,14.2,0.473,1.4,1.7,0.8,1.2,3.3,4.5,3,0.9,0.2,1.3,4.3,15.1
Career,NA,,NBA,,849,52,21257,8.1,17.1,0.475,0.1,0.4,0.244,8.1,16.8,0.479,3.2,3.8,0.846,1.5,3.5,5.1,3.5,1.2,0.4,2.4,3.3,19.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10 seasons,NA,MIL,NBA,,711,23,18054,8.3,17.3,0.478,0.1,0.4,0.187,8.2,17.1,0.482,3.2,3.8,0.84,1.6,3.6,5.3,3.6,1.2,0.4,2.5,3.5,19.7
2 seasons,NA,LAC,NBA,,138,29,3203,7.4,16.2,0.457,0.2,0.6,0.351,7.2,15.6,0.462,3.2,3.7,0.883,0.9,3,4,3.1,0.9,0.3,2.1,2.3,18.3
