Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2001-02,22,HOU,NBA,SG,40,1,403,49,115,0.426,4,12,0.333,45,103,0.437,0.443,21,28,0.75,12,30,42,70,19,3,40,26,123
2002-03,23,CLE,NBA,PG,15,0,168,27,59,0.458,0,1,0,27,58,0.466,0.458,11,14,0.786,8,22,30,39,13,0,22,9,65
2003-04,24,NOH,NBA,PG,3,0,17,2,4,0.5,0,0,NA,2,4,0.5,0.5,2,4,0.5,0,1,1,2,0,0,7,1,6
2004-05,25,LAL,NBA,PG,76,0,1066,124,348,0.356,26,72,0.361,98,276,0.355,0.394,59,75,0.787,21,72,93,155,32,1,74,59,333
Career,NA,,NBA,,134,1,1654,202,526,0.384,30,85,0.353,172,441,0.39,0.413,93,121,0.769,41,125,166,266,64,4,143,95,527
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,LAL,NBA,,76,0,1066,124,348,0.356,26,72,0.361,98,276,0.355,0.394,59,75,0.787,21,72,93,155,32,1,74,59,333
1 season,NA,HOU,NBA,,40,1,403,49,115,0.426,4,12,0.333,45,103,0.437,0.443,21,28,0.75,12,30,42,70,19,3,40,26,123
1 season,NA,CLE,NBA,,15,0,168,27,59,0.458,0,1,0,27,58,0.466,0.458,11,14,0.786,8,22,30,39,13,0,22,9,65
1 season,NA,NOH,NBA,,3,0,17,2,4,0.5,0,0,NA,2,4,0.5,0.5,2,4,0.5,0,1,1,2,0,0,7,1,6
